Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAA,Premises-Related Expenditure,Hire Of Rooms,INTERSERVE (FACILITIES MANAGEMENT) LTD,26/06/2014,141.84,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Equipment - Purchase,PRINCIPAL HYGIENE SYSTEMS,03/06/2014,240.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Chemicals/Cleaning Products,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),03/06/2014,307.49,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Stationery,THE TILL ROLL CO LTD,16/06/2014,131.95,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Items For Resale,ASA AWARDS,16/06/2014,161.82,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Chemicals/Cleaning Products,BOC LTD,17/06/2014,197.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Items For Resale,ASA AWARDS,09/06/2014,128.34,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Equipment - Purchase,HAMMONDS CATERING SERVICES LTD,10/06/2014,100.50,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Chemicals/Cleaning Products,PRINCIPAL HYGIENE SYSTEMS,23/06/2014,240.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAF,Supplies & Services,Performing Rights Fees,TV LICENSING,03/06/2014,145.50,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAJ,Supplies & Services,Sport Equip - Purchase,J P LENNARD LTD,04/06/2014,690.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAJ,Supplies & Services,Sport Equip - Purchase,J P LENNARD LTD,17/06/2014,109.50,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAJ,Supplies & Services,Sport Equip - Purchase,SPORTS DIRECTORY UK,26/06/2014,454.85,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAJ,Supplies & Services,Equipment - Hire,SPS LLP,23/06/2014,389.36,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAN,Supplies & Services,Licences,Les Mills Fitness UK Ltd,03/06/2014,205.38,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAN,Supplies & Services,Libraries Book Fund,Les Mills Fitness UK Ltd,23/06/2014,205.38,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAR,Supplies & Services,Wet Resale Provision,BIKOLD,06/06/2014,236.11,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAR,Supplies & Services,Service Contracts,AUTOBAR VENDING SERVICES LTD,25/06/2014,264.54,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAR,Supplies & Services,Provisions,BIKOLD,25/06/2014,238.63,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEBC,Premises-Related Expenditure,Hire Of Rooms,INTERSERVE (FACILITIES MANAGEMENT) LTD,11/06/2014,165.50,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEBC,Supplies & Services,Other Services,INTERSERVE (FACILITIES MANAGEMENT) LTD,26/06/2014,132.40,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEBD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,04/06/2014,328.50,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEBD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,04/06/2014,202.50,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEBT,Employees,Staff Training,England Athletics,03/06/2014,300.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECA,Supplies & Services,Equipment - Hire,SPS LLP,17/06/2014,186.14,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECA,Supplies & Services,Sport Equip - Purchase,Broxap Ltd,23/06/2014,360.10,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECA,Supplies & Services,Sport Equip - Purchase,J P LENNARD LTD,24/06/2014,148.58,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECJ,Supplies & Services,Equipment - Repair,Smith Construction (Heckington) Ltd,10/06/2014,"7,250.00",,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECK,Supplies & Services,Service Contracts,FIRST POINT TENNIS COACHING LTD,17/06/2014,183.33,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECK,Supplies & Services,Service Contracts,FIRST POINT TENNIS COACHING LTD,17/06/2014,"2,890.00",,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECK,Supplies & Services,Service Contracts,FIRST POINT TENNIS COACHING LTD,18/06/2014,554.17,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECK,Supplies & Services,Service Contracts,FIRST POINT TENNIS COACHING LTD,18/06/2014,"5,764.83",,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECK,Supplies & Services,Service Contracts,FIRST POINT TENNIS COACHING LTD,18/06/2014,525.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDB,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,12/06/2014,585.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDB,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,12/06/2014,585.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDB,Supplies & Services,Advertising,SHROPSHIRE CRICKET BOARD,18/06/2014,200.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDB,Supplies & Services,Promotion Expenses,360 IMAGERY,04/06/2014,850.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDC,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,12/06/2014,390.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDH,Employees,Superannuation Admin,SHROPSHIRE COUNCIL,20/06/2014,858.44,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDJ,Supplies & Services,Legal Expenses,BEVAN BRITTAN,12/06/2014,"1,576.00",,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDJ,Supplies & Services,Legal Expenses,BEVAN BRITTAN,16/06/2014,208.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHG,Supplies & Services,Equipment - Purchase,AMENITY LAND SERVICES LTD T/A MAXWELL AMENITY LTD,04/06/2014,420.93,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHG,Supplies & Services,Equipment - Purchase,OAKLEYS LTD,04/06/2014,"35,000.00",,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHM,Transport-Related Expenditure,Fuel,Butler Fuels,05/06/2014,"1,092.00",,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIB,Supplies & Services,Equipment - Purchase,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,25/06/2014,329.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIB,Supplies & Services,Provisions,MOLSON COORS BREWING COMPANY UK LTD,25/06/2014,666.31,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIB,Supplies & Services,Provisions,MOLSON COORS BREWING COMPANY UK LTD,24/06/2014,253.08,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIB,Supplies & Services,Provisions,MOLSON COORS BREWING COMPANY UK LTD,25/06/2014,-168.20,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Premises-Related Expenditure,Gas,BUDGET GAS LTD,06/06/2014,153.95,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Premises-Related Expenditure,Gas,BUDGET GAS LTD,06/06/2014,-153.95,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,Equipment - Purchase,JP AUDIO VISUAL LTD,25/06/2014,285.60,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,Wet Resale Provision,P & H SNACKS DIRECT LTD,25/06/2014,199.95,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,Licences,TV LICENSING,24/06/2014,145.50,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,Equipment - Purchase,Backstage Technologies (Europe) Ltd,18/06/2014,110.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,Equipment - Purchase,SLIDERS SKATE SHOP,19/06/2014,359.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,Equipment - Purchase,SLIDERS SKATE SHOP,19/06/2014,270.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Third Party Payments,Contribution To Other La's,PS PROMOTIONS LTD,25/06/2014,260.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEMH,Premises-Related Expenditure,Hire Of Rooms,TELFORD COLLEGE OF ARTS & TECHNOLOGY,19/06/2014,400.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEMH,Supplies & Services,Promotion Expenses,INANDAROUND MAGAZINES,05/06/2014,350.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LENA,Supplies & Services,Other Services,PRYCE (BUILDERS) LTD,03/06/2014,"77,550.98",,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LENN,Employees,Staff Training,IQL UK LTD,19/06/2014,170.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LENN,Employees,Staff Training,RLSS UK,24/06/2014,367.50,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LENP,Supplies & Services,Chemicals/Cleaning Products,BRENNTAG UK LIMITED,02/06/2014,782.54,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LENP,Supplies & Services,First Aid,SP SERVICES (UK) LTD,06/06/2014,244.50,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LENP,Supplies & Services,Items For Resale,SWIMRITE SUPPLIES LIMITED,23/06/2014,281.98,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LENP,Supplies & Services,Items For Resale,SWIMRITE SUPPLIES LIMITED,09/06/2014,329.36,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LENP,Supplies & Services,Equipment - Purchase,Lifesavers Direct,23/06/2014,126.58,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LENP,Supplies & Services,Items For Resale,SWIMRITE SUPPLIES LIMITED,24/06/2014,125.14,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LESP,Supplies & Services,Chemicals/Cleaning Products,BRENNTAG UK LIMITED,23/06/2014,299.97,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWE,Supplies & Services,Licences,Les Mills Fitness UK Ltd,20/06/2014,205.40,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWL,Supplies & Services,Equipment - Purchase,Lifesavers Direct,26/06/2014,235.42,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Chemicals/Cleaning Products,PROVAC CLEANING SUPPLIES LTD,01/06/2014,171.90,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Equipment - Repair,TELFORD TARPAULINS LTD,18/06/2014,195.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Chemicals/Cleaning Products,AIR PRODUCTS PLC,20/06/2014,177.09,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Chemicals/Cleaning Products,BRENNTAG UK LIMITED,23/06/2014,373.75,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Chemicals/Cleaning Products,BRENNTAG UK LIMITED,23/06/2014,628.53,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Items For Resale,SWIMRITE SUPPLIES LIMITED,26/06/2014,372.73,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WEPA,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,11/06/2014,"-2,765.00",,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WEPA,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,11/06/2014,448.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WEPA,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,11/06/2014,"2,317.00",,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WEPA,Capital Expenditure,Other Capital Expenditure,Outback2basics,12/06/2014,195.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WEPA,Capital Expenditure,Other Capital Expenditure,Outback2basics,03/06/2014,150.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WEPA,Capital Expenditure,Payments to Contractor,SIGNS EXPRESS (TELFORD),18/06/2014,437.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WEPA,Capital Expenditure,Payments to Contractor,Arien Designs Limited,17/06/2014,335.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WEPA,Capital Expenditure,Payments to Contractor,Arien Designs Limited,24/06/2014,"11,939.00",,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WEPA,Capital Expenditure,Payments to Contractor,Arien Designs Limited,24/06/2014,-365.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAB,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,03/06/2014,"1,783.30",,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAB,Capital Expenditure,Payments to Contractor,PP ELECTRICAL SERVICES (Shropshire) Ltd,16/06/2014,473.62,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAQ,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,03/06/2014,385.00,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAQ,Capital Expenditure,Payments to Contractor,BOW CONSTRUCTION LTD,24/06/2014,"7,700.22",,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAQ,Capital Expenditure,Payments to Contractor,BOW CONSTRUCTION LTD,19/06/2014,"4,583.85",,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAQ,Capital Expenditure,Payments to Contractor,BOW CONSTRUCTION LTD,19/06/2014,"91,971.46",,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAR,Capital Expenditure,Payments to Contractor,BARRY LOWE SURVEYS LTD,03/06/2014,175.00,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAB,Premises-Related Expenditure,Grounds Maintenance - L&CS,THE MIDLAND NEWS ASSOCIATION LTD,12/06/2014,247.50,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAD,Supplies & Services,Consultants Fees,JACOBS UK LIMITED,24/06/2014,"12,550.00",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAF,Supplies & Services,Consultants Fees,BUILDING SOFTWARE LIMITED,09/06/2014,"7,850.00",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAW,Premises-Related Expenditure,Ad-hoc Maintenance,Telent Technology Services Ltd,12/06/2014,"3,382.04",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAW,Premises-Related Expenditure,Ad-hoc Maintenance,BRITISH TELECOMMUNICATIONS PLC,16/06/2014,"4,309.74",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAW,Premises-Related Expenditure,Ad-hoc Maintenance,BRITISH TELECOMMUNICATIONS PLC,16/06/2014,-227.34,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBD,Supplies & Services,Other Services,ACE ENGINEERS (MORLEY) LTD,12/06/2014,"3,175.00",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Capital Financing Costs,Leased Buildings,NETWORK RAIL PROPERTY,03/06/2014,"1,750.00",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Other Services,Jade Security Service Ltd,23/06/2014,422.10,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Security Services,Red Zulu Limited,24/06/2014,284.00,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,BIOGAS TECHNOLOGY LIMITED,26/06/2014,"2,465.84",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,BIOGAS TECHNOLOGY LIMITED,24/06/2014,"2,465.84",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,SEVERN TRENT WATER LTD,24/06/2014,561.44,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAA,Supplies & Services,Public Transport Subsidy,COUNTY CARS,04/06/2014,-431.90,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAA,Supplies & Services,Public Transport Subsidy,DIAMOND CARS (TELFORD) LTD,20/06/2014,662.00,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAA,Transport-Related Expenditure,Commercial Tickets,ESP Systex,17/06/2014,468.18,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAA,Transport-Related Expenditure,Commercial Tickets,ESP Systex,24/06/2014,582.82,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAF,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LIMITED,05/06/2014,"10,200.00",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAF,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LIMITED,05/06/2014,"7,597.75",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAF,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LIMITED,17/06/2014,260.69,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAF,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LIMITED,17/06/2014,"7,849.35",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAF,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS NORTH LIMITED,17/06/2014,"10,144.50",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAF,Transport-Related Expenditure,Transport Contractors,M H ELCOCK & SON LTD T/A ELCOCK REISEN,17/06/2014,"3,989.28",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ETAF,Transport-Related Expenditure,Transport Contractors,M H ELCOCK & SON LTD T/A ELCOCK REISEN,17/06/2014,"3,402.32",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,WCAP,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,02/06/2014,495.00,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,Payments to Contractor,RINGWAY INFRASTRUCTURE SERVICES LTD (69527857),03/06/2014,"299,335.31",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,Plan Environment Services Fees,Radarlux Radar Systems (UK) Ltd,30/06/2014,859.86,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,External Professional Fees,JACOBS UK LIMITED,05/06/2014,"11,622.76",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,Engineers Fees,SPECIALIST COMPUTERS CENTRES PLC,26/06/2014,100.16,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Other Capital Expenditure,BRITISH GAS BUSINESS (GU45 1AW),04/06/2014,244.31,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Fixtures & Fittings & Equipment,Broadband Wherever Ltd,25/06/2014,291.67,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Fixtures & Fittings & Equipment,Broadband Wherever Ltd,25/06/2014,104.17,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,09/06/2014,987.90,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Payments to Contractor,JACOBS UK LIMITED,10/06/2014,"18,446.71",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Legal Fees,Rees Page Solicitors,24/06/2014,450.00,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Other Capital Expenditure,BRITISH TELECOMMUNICATIONS PLC,24/06/2014,344.70,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Payments to Contractor,WESTERN POWER DISBRIBUTIONS,24/06/2014,"66,232.20",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Payments to Contractor,MCPHILLIPS (WELLINGTON) LTD,24/06/2014,"82,340.18",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,WEAR,Capital Expenditure,Payments to Contractor,A HAND SERVICES (Dyno Rod) LTD,02/06/2014,380.00,,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,WEAR,Capital Expenditure,Payments to Contractor,COMMUNITY COUNCIL OF SHROPSHIRE,06/06/2014,"23,047.56",,,,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,WEAR,Capital Expenditure,Payments to Contractor,STROWP,23/06/2014,"1,200.00",,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAA,Supplies & Services,Bulk Refuse Contracts Purch,CRAEMER UK LTD,05/06/2014,270.50,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAA,Supplies & Services,Bulk Refuse Contracts Purch,CRAEMER UK LTD,23/06/2014,"6,960.00",,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAA,Supplies & Services,Bulk Refuse Contracts Purch,CRAEMER UK LTD,09/06/2014,"7,560.00",,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EEBR,Employees,Professional Subs,Chartered Institute for the Management of Sport and Physical Activity,30/06/2014,133.21,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Supplies & Services,Commissions,CHAIRS & SPARES,23/06/2014,240.23,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Supplies & Services,Commissions,THE ROYAL MARINES ASSOCIATION,23/06/2014,627.98,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Supplies & Services,Commissions,SHELTER TRADING LTD,23/06/2014,159.99,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Highways Equipment,SHROPSHIRE ROADSWEEPERS,06/06/2014,213.00,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Other Materials,JACK MOODY RECYCLING,16/06/2014,"8,770.20",,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,Paint 360 Ltd,06/06/2014,"1,980.00",,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,Paint 360 Ltd,06/06/2014,"1,980.00",,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,Paint 360 Ltd,03/06/2014,"1,980.00",,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,Paint 360 Ltd,03/06/2014,"2,310.00",,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,SRCL LTD,03/06/2014,788.71,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,CARTWRIGHTS WASTE DISPOSAL SERV LTD,06/06/2014,257.40,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,SITA UK,06/06/2014,739.45,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY RECYCLING,16/06/2014,"1,508.16",,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY RECYCLING,16/06/2014,469.35,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Other Services,SITA UK,16/06/2014,"2,239.75",,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,Paint 360 Ltd,16/06/2014,"1,980.00",,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,SRCL LTD,16/06/2014,535.08,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,CARTWRIGHTS WASTE DISPOSAL SERV LTD,16/06/2014,282.00,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Other Expenses,SITA UK,16/06/2014,609.22,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY RECYCLING,09/06/2014,564.15,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY RECYCLING,09/06/2014,425.10,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY RECYCLING,23/06/2014,515.10,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,CARTWRIGHTS WASTE DISPOSAL SERV LTD,23/06/2014,339.90,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,CARTWRIGHTS WASTE DISPOSAL SERV LTD,23/06/2014,213.00,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Transport-Related Expenditure,Tyres - Routine,CREDENTIALS ENVIRONMENTAL LTD,03/06/2014,234.70,,,,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Transport-Related Expenditure,Tyres - Routine,CREDENTIALS ENVIRONMENTAL LTD,09/06/2014,245.50,,,,,,,
