Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/11/2013,1467.84,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/11/2013,2729.99,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/11/2013,117.38,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/11/2013,1353.56,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/11/2013,513.36,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/11/2013,2407.72,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/11/2013,1424.52,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/11/2013,1500.13,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/11/2013,478.92,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/11/2013,407.75,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/11/2013,144.03,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/11/2013,2987.62,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/11/2013,2054.76,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/11/2013,385.79,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/11/2013,1984.55,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/11/2013,12404.34,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/11/2013,2189.75,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/11/2013,1110.63,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,WESTERN POWER DISBRIBUTIONS,19/11/2013,529.26,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/11/2013,24619.59,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),21/11/2013,47903,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/11/2013,12288.03,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,06/11/2013,787.61,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBM,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,22/11/2013,141090.23,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBM,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,22/11/2013,769929.24,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,20/11/2013,4148.77,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,26/11/2013,9165.75,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,CH2M HILL,26/11/2013,453.59,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,CH2M HILL,26/11/2013,1898.87,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M - Contingency,CH2M HILL,26/11/2013,492.57,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,CH2M HILL,01/11/2013,2191.37,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAE,Supplies & Services,Flood Protection - Old Hall Close,RAB Consultants Ltd,26/11/2013,1600,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAK,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,07/11/2013,480.44,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAL,Supplies & Services,Other Expenses,BRITISH GAS BUSINESS (ELECTRICITY),27/11/2013,116.9,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAC,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,22/11/2013,11150.95,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAD,Supplies & Services,Other Materials,PLAYSAFETY LTD,22/11/2013,725,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAD,Supplies & Services,Other Materials,Naturescape British Wild Flowers,05/11/2013,134,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Premises-Related Expenditure,R&M - Mechanical,THE ROYAL SOCIETY FOR THE PREVENTION OF ACCIDENTS,12/11/2013,1532.4,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Sub Contractors,JEWSON LTD,28/11/2013,325,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Sub Contractors,STAFFORD TREE SERVICES,07/11/2013,1450,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Sub Contractors,TELFORD & WREKIN SERVICES LTD,12/11/2013,2771.43,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Sub Contractors,FITZGERALD CONTRACTORS LTD,12/11/2013,2508.88,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Other Materials,RWH Construction Limited,13/11/2013,558.72,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAM,Supplies & Services,Provisions,BIKOLD,21/11/2013,138.88,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAM,Supplies & Services,Provisions,BIKOLD,21/11/2013,146.39,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAM,Supplies & Services,Provisions,BIKOLD,21/11/2013,113.17,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Sport Equip - Purchase,NOOKIE,29/11/2013,216.37,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Sport Equip - Purchase,NOOKIE,29/11/2013,584.6,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Sport Equip - Purchase,NOOKIE,29/11/2013,209.27,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Sport Equip - Purchase,ADVENTURE KIT UK LIMITED,22/11/2013,1455,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Provisions,BSF TRADING AS 3663,29/11/2013,566.79,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Provisions,BSF TRADING AS 3663,22/11/2013,530.46,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Instructors Fees,BACH VENTURES LTD,08/11/2013,840,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Provisions,Castell Howell Foods Ltd,08/11/2013,440.73,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Provisions,Castell Howell Foods Ltd,08/11/2013,607.81,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Provisions,HENLLAN BREAD (UK) LIMITED,04/11/2013,149.17,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Instructors Fees,CHRIS HUGHES MULTI ACTIVITY SERVICES LTD,04/11/2013,1024.33,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Provisions,Castell Howell Foods Ltd,04/11/2013,793.04,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Provisions,Castell Howell Foods Ltd,04/11/2013,312.52,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Instructors Fees,CHRIS HUGHES MULTI ACTIVITY SERVICES LTD,04/11/2013,1234.01,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Provisions,Castell Howell Foods Ltd,27/11/2013,775.14,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Provisions,Castell Howell Foods Ltd,22/11/2013,717.24,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Provisions,BSF TRADING AS 3663,04/11/2013,756.01,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Transport-Related Expenditure,Fuel,WD PUGH & SONS,26/11/2013,671.51,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Transport-Related Expenditure,Vehicle Parts,HARRIS GARAGES LTD,14/11/2013,134,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Transport-Related Expenditure,Vehicle Parts,HARRIS GARAGES LTD,14/11/2013,134,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Transport-Related Expenditure,Vehicle Parts,PRIORSLEE MOTOR SERVICES LTD,22/11/2013,165,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Transport-Related Expenditure,Vehicle Parts,HARRIS GARAGES LTD,04/11/2013,219.5,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Premises-Related Expenditure,Swimming Pool Chemicals,BRENNTAG UK LIMITED,11/11/2013,295,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Other Services,FIRE MARQUE,18/11/2013,225,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Chemicals/Cleaning Products,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),27/11/2013,132.21,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Items For Resale,ASA AWARDS,27/11/2013,141.53,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Chemicals/Cleaning Products,PRINCIPAL HYGIENE SYSTEMS,06/11/2013,129.5,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Carriage/Delivery Charge,BRENNTAG UK LIMITED,11/11/2013,460,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAJ,Supplies & Services,Equipment - Purchase,SPS LLP,18/11/2013,101.11,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAJ,Supplies & Services,Equipment - Hire,INVESTEC ASSET FINANCE PLC,18/11/2013,324.79,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAJ,Supplies & Services,Sport Equip - Purchase,J P LENNARD LTD,26/11/2013,421.5,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAJ,Supplies & Services,Chemicals/Cleaning Products,PHS GROUP LTD,12/11/2013,170.76,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAN,Supplies & Services,Equipment - Purchase,Les Mills Fitness UK Ltd,18/11/2013,199.39,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEBD,Supplies & Services,Other Services,DISKS,01/11/2013,111,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEBF,Supplies & Services,Other Services,INTERSERVE (FACILITIES MANAGEMENT) LTD,26/11/2013,290.61,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEBT,Supplies & Services,Sport Equip - Purchase,DAVIES SPORTS,26/11/2013,132.5,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECA,Supplies & Services,Equipment - Hire,SPS LLP,25/11/2013,247.72,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECC,Supplies & Services,Promotion Expenses,EXOTIC ZOO COMMUNITY INTEREST COMPANY,11/11/2013,150,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECK,Supplies & Services,Service Contracts,FIRST POINT TENNIS COACHING LTD,25/11/2013,429.17,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECK,Supplies & Services,Service Contracts,FIRST POINT TENNIS COACHING LTD,25/11/2013,3497.08,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECK,Supplies & Services,Service Contracts,FIRST POINT TENNIS COACHING LTD,25/11/2013,718.33,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECK,Supplies & Services,Contingency - Other,LTA OPERATIONS LTD,08/11/2013,13000,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDB,Supplies & Services,Printing - Print Room,LION FPG LIMITED,25/11/2013,187,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDC,Supplies & Services,Printing - Print Room,TUDOR PRINT & SIGNS,08/11/2013,143,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDH,Supplies & Services,Flex Charges,CLARITY RETAIL SYSTEMS LTD,06/11/2013,1081,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDH,Supplies & Services,Flex Charges,CLARITY RETAIL SYSTEMS LTD,06/11/2013,737,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEDL,Supplies & Services,Sport Equip - Purchase,MAUDESPORT LTD,29/11/2013,130,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHG,Supplies & Services,Equipment - Hire,OAKLEYS LTD,13/11/2013,335.91,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHG,Transport-Related Expenditure,Servicing & Repairs V&P,Rea Valley Tractors Ltd,28/11/2013,311.24,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHG,Transport-Related Expenditure,Servicing & Repairs V&P,PIRTEK SHROPSHIRE,13/11/2013,114.85,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHM,Premises-Related Expenditure,R&M WC Planned,AMENITY LAND SERVICES LTD T/A MAXWELL AMENITY LTD,13/11/2013,163.45,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHM,Supplies & Services,Other Materials,John Osman Groundcare,28/11/2013,150,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHM,Supplies & Services,Equipment - Hire,WILDES PLANT HIRE LTD,11/11/2013,170,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEHS,Supplies & Services,Items For Resale,SRIXON SPORTS EUROPE LTD,20/11/2013,382.5,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIB,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,26/11/2013,371.37,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIB,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,08/11/2013,541.31,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIB,Supplies & Services,Provisions,TROPICAL ICE,05/11/2013,370,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIB,Supplies & Services,Provisions,MOLSON COORS BREWING COMPANY UK LTD,29/11/2013,327.03,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIB,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,29/11/2013,516.49,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIC,Supplies & Services,Provisions,TROPICAL ICE,19/11/2013,910.6,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIC,Supplies & Services,Provisions,BIKOLD,19/11/2013,499.3,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIC,Supplies & Services,Provisions,BIKOLD,27/11/2013,157.19,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIC,Supplies & Services,Provisions,BIKOLD,13/11/2013,286.26,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIC,Supplies & Services,Provisions,BIKOLD,13/11/2013,148.63,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIC,Supplies & Services,Provisions,TROPICAL ICE,08/11/2013,634.5,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIC,Supplies & Services,Provisions,MOLSON COORS BREWING COMPANY UK LTD,08/11/2013,135.54,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIC,Supplies & Services,Provisions,BIKOLD,29/11/2013,504.17,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIC,Supplies & Services,Provisions,MOLSON COORS BREWING COMPANY UK LTD,29/11/2013,246.32,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIP,Supplies & Services,Payment Of Income Collected,TELFORD TIGERS SOCIETY LTD,27/11/2013,1502.2,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIP,Supplies & Services,Payment Of Income Collected,TELFORD TIGERS SOCIETY LTD,21/11/2013,770.75,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIP,Supplies & Services,Payment Of Income Collected,TELFORD TIGERS SOCIETY LTD,05/11/2013,1323.56,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIP,Supplies & Services,Payment Of Income Collected,TELFORD TIGERS SOCIETY LTD,11/11/2013,1053.85,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Premises-Related Expenditure,Gas,BUDGET GAS LTD,28/11/2013,178.26,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Premises-Related Expenditure,Gas,BUDGET GAS LTD,28/11/2013,178.26,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Premises-Related Expenditure,Gas,BUDGET GAS LTD,28/11/2013,-178.26,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Premises-Related Expenditure,Gas,BUDGET GAS LTD,28/11/2013,-178.26,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,Equipment - Purchase,THE CLEAN MACHINE DIRECT LTD,19/11/2013,111.3,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,First Aid,Wallace Cameron,08/11/2013,100.65,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,First Aid,Wallace Cameron,08/11/2013,102.3,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,Equipment - Hire,PHS GROUP LTD,08/11/2013,123.64,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,First Aid,ST JOHN AMBULANCE,28/11/2013,462,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,Equipment - Hire,V LOCKER UK LIMITED,29/11/2013,651,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,Equipment - Hire,V LOCKER UK LIMITED,29/11/2013,427,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,Equipment - Hire,V LOCKER UK LIMITED,29/11/2013,447.8,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,Licences,ICE RINK MANAGERS ASSOCIATION,29/11/2013,160,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEIR,Supplies & Services,Section 24,PS PROMOTIONS LTD,11/11/2013,137.5,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LENP,Supplies & Services,Equipment - Purchase,AIR PRODUCTS CRYOEASE SERVICES,08/11/2013,248.79,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LESP,Supplies & Services,Chemicals/Cleaning Products,BRENNTAG UK LIMITED,27/11/2013,345.03,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWE,Supplies & Services,Licences,Les Mills Fitness UK Ltd,18/11/2013,199.41,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Chemicals/Cleaning Products,J.A.K. WATER SYSTEMS LTD,21/11/2013,152.1,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Chemicals/Cleaning Products,BRENNTAG UK LIMITED,27/11/2013,345.03,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Chemicals/Cleaning Products,BRENNTAG UK LIMITED,14/11/2013,720,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEWP,Supplies & Services,Items For Resale,Lifesavers Direct,08/11/2013,209.25,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAC,Supplies & Services,Comp Hardware (Purch / Hire),JCT CONSULTANCY LIMITED,19/11/2013,295,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAD,Supplies & Services,Consultants Fees,JACOBS UK LIMITED,28/11/2013,22505.2,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAF,Supplies & Services,Consultants Fees,JACOBS UK LIMITED,29/11/2013,20000,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAK,Supplies & Services,Comp Hardware (Purch / Hire),ELGIN,26/11/2013,7000,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAW,Premises-Related Expenditure,Ad-hoc Maintenance,Imtech Traffic & Infra UK Limited,18/11/2013,702.88,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAW,Premises-Related Expenditure,Ad-hoc Maintenance,Imtech Traffic & Infra UK Limited,18/11/2013,1387.74,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHAW,Premises-Related Expenditure,Ad-hoc Maintenance,Imtech Traffic & Infra UK Limited,15/11/2013,610.92,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBB,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,07/11/2013,2759.51,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBD,Supplies & Services,Monitoring of Traffic,Nationwide Data Collection,25/11/2013,185,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBD,Supplies & Services,Monitoring of Traffic,Nationwide Data Collection,19/11/2013,1480,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Premises-Related Expenditure,R&M -Buildings DLO Charge,METRIC GROUP LTD,19/11/2013,496.53,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Premises-Related Expenditure,R&M -Buildings DLO Charge,METRIC GROUP LTD,20/11/2013,303.42,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Security Services,VINCI PARK SERVICES UK LTD,11/11/2013,4117.48,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Security Services,VINCI PARK SERVICES UK LTD,11/11/2013,4348.1,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Security Services,VINCI PARK SERVICES UK LTD,11/11/2013,585.25,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Security Services,VINCI PARK SERVICES UK LTD,12/11/2013,425.75,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,EHBF,Employees,Staff Training,WENLOCK HEALTH & SAFETY LTD,27/11/2013,123.64,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Premises-Related Expenditure,Planned Repairs,West Mercia Energy (WME),20/11/2013,445.84,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,BIOGAS TECHNOLOGY LIMITED,20/11/2013,2465.84,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,ALS ENVIRONMENTAL LIMITED,20/11/2013,128,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,VWR INTERNATIONAL LTD,11/11/2013,524,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,ALS ENVIRONMENTAL LIMITED,11/11/2013,128,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,PP ELECTRICAL SERVICES (Shropshire) Ltd,11/11/2013,1044.42,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,BIOGAS TECHNOLOGY LIMITED,11/11/2013,734.82,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,ALS ENVIRONMENTAL LIMITED,11/11/2013,128,,,,
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,ALS ENVIRONMENTAL LIMITED,11/11/2013,128,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAA,Supplies & Services,Printing - Other,Graphics and Print (Telford) Ltd,25/11/2013,180,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAA,Supplies & Services,Bulk Refuse Contracts Purch,CRAEMER UK LTD,25/11/2013,-270.5,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAA,Supplies & Services,Bulk Refuse Contracts Purch,CRAEMER UK LTD,11/11/2013,7560,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAA,Supplies & Services,Bulk Refuse Contracts Purch,CRAEMER UK LTD,05/11/2013,7560,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAA,Supplies & Services,Bulk Refuse Contracts Purch,CRAEMER UK LTD,06/11/2013,945,,,,
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAA,Supplies & Services,Bulk Refuse Contracts Purch,Lakemere,06/11/2013,445.61,,,,
