Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Employees,Professional Subs,CHARTAC,07/01/2014,313.8,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Employees,Professional Subs,CHARTAC,07/01/2014,330,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Employees,Professional Subs,ACCA,10/01/2014,205,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Supplies & Services,Publications,CHART INST PUBLIC FINANCE & ACCOUNTANCY,10/01/2014,103.75,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Transport-Related Expenditure,Tax,HMRC,14/01/2014,27267.6,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Transport-Related Expenditure,Tax,BAKER TILLY,30/01/2014,1800,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAC,Employees,Professional Subs,CHART INST PUBLIC FINANCE & ACCOUNTANCY,22/01/2014,695,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAC,Employees,Professional Subs,ACCA,29/01/2014,205,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAE,Supplies & Services,Subscriptions,ALARM,27/01/2014,295,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Schools & Care Services),FFAH,Employees,Professional Subs,C I P F A,17/01/2014,310,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Schools & Care Services),FFAH,Employees,Professional Subs,AAT,24/01/2014,131,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Employees,Professional Subs, AAT ,02/01/2014,130,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Employees,Professional Subs, AAT ,02/01/2014,130,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Employees,Professional Subs, AAT ,02/01/2014,130,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Employees,Professional Subs, AAT ,02/01/2014,130,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Employees,Professional Subs, AAT ,02/01/2014,130,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAC,Employees,Professional Subs, AAT ,02/01/2014,130,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAC,Employees,Professional Subs, AAT ,02/01/2014,130,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Schools & Care Services),FFAH,Employees,Professional Subs, AAT ,02/01/2014,130,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Schools & Care Services),FFAH,Employees,Professional Subs, AAT ,02/01/2014,130,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Schools & Care Services),FFAH,Employees,Professional Subs, AAT ,02/01/2014,130,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,20/01/2014,267.31,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,14/01/2014,151.91,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,27/01/2014,122.25,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,27/01/2014,290.34,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,31/01/2014,122.25,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Muxton Pharmacy,30/01/2014,111,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,30/01/2014,231,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Medshires,30/01/2014,285,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Aqueduct Pharmacy,09/01/2014,355.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Tesco's Instore Pharmacy,09/01/2014,213,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Medshires,09/01/2014,115.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Woodside Pharmacy,09/01/2014,370.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Other Grants (Expenses),Impact Alcohol Addiction Services,09/01/2014,7500,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Other Grants (Expenses),Impact Alcohol Addiction Services,09/01/2014,60325,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,29/01/2014,562.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Rowlands Pharmacy,29/01/2014,507,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,29/01/2014,274.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,29/01/2014,564,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Asda Instore Pharmacy,29/01/2014,192,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,WELLINGTON MEDICAL PRACTICE,29/01/2014,1400,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,14/01/2014,23148.34,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Rowlands Pharmacy,24/01/2014,348,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Rowlands Pharmacy,24/01/2014,103.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,NHS Telford and Wrekin CCG,24/01/2014,22496.54,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,NHS Telford and Wrekin CCG,24/01/2014,3507.33,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,24/01/2014,529.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Other Grants (Expenses),S STAFFORDSHIRE & SHROPSHIRE HEALTHCARE,24/01/2014,32100,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,OAKENGATES MEDICAL PRACTICE,24/01/2014,962.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Asda Instore Pharmacy,24/01/2014,306,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Boots the Chemist Ltd,24/01/2014,219,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Boots the Chemist Ltd,24/01/2014,267,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Asda Instore Pharmacy,24/01/2014,384,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,24/01/2014,23748.68,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,24/01/2014,639,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,24/01/2014,495,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Superdrug Stores,24/01/2014,142.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,24/01/2014,337.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,24/01/2014,750,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Jhoots Pharmacy,24/01/2014,352.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Tesco's Instore Pharmacy,24/01/2014,334.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,24/01/2014,316.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Rowlands Pharmacy,24/01/2014,301.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Woodside Pharmacy,24/01/2014,450,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Boots the Chemist Ltd,27/01/2014,328.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Jhoots Pharmacy,27/01/2014,481.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Tesco's Instore Pharmacy,27/01/2014,220.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Superdrug Stores,27/01/2014,163.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,30/01/2014,220.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Muxton Pharmacy,30/01/2014,153,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,30/01/2014,244.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,30/01/2014,210,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,30/01/2014,194.5,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,The Royal Wolverhampton NHS Trust,14/01/2014,2882,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,The Royal Wolverhampton NHS Trust,14/01/2014,932,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,Mid Cheshire Hospitals,14/01/2014,142,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,Mid Cheshire Hospitals,14/01/2014,142,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,Derby Hospitals NHS Trust,14/01/2014,138.32,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,Boots the Chemist Ltd,14/01/2014,295.75,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,Walsall Healthcare NHS tRUST,14/01/2014,136,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,The Royal Wolverhampton NHS Trust,14/01/2014,503,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,Boots the Chemist Ltd,14/01/2014,136,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,Walsall Healthcare NHS tRUST,30/01/2014,271,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,IRONBRIDGE MEDICAL PRACTICE,30/01/2014,1275,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,STIRCHLEY MEDICAL PRACTICE,31/01/2014,5096,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,SUTTON HILL MEDICAL PRACTICE,31/01/2014,1274,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,SUTTON HILL MEDICAL PRACTICE,31/01/2014,2268.92,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,CHARLTON MEDICAL CENTRE,31/01/2014,3480.48,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,WELLINGTON ROAD SURGERY,31/01/2014,1123.44,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,DAWLEY MEDICAL PRACTICES,31/01/2014,2122.2,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,OAKENGATES MEDICAL PRACTICE,31/01/2014,5043,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,WOODSIDE MEDICAL PRACTICE,31/01/2014,2288.92,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,WOODSIDE MEDICAL PRACTICE,31/01/2014,2940,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,Boots the Chemist Ltd,31/01/2014,421.75,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,Boots The Chemist,31/01/2014,126,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,Boots The Chemist,31/01/2014,262,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,STIRCHLEY MEDICAL PRACTICE,31/01/2014,5229.4,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,IRONBRIDGE MEDICAL PRACTICE,31/01/2014,1275,,,,,,
"Health, Well-being & Public Protection",Public Health,HRAH,Supplies & Services,Sub Contractors,WELLINGTON ROAD SURGERY,31/01/2014,294,,,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAA,Premises-Related Expenditure,Hire Of Rooms,ABRAHAM DARBY ACADEMY,02/01/2014,147,,,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAA,Premises-Related Expenditure,Hire Of Rooms,WHITEHOUSE HOTELS LTD,02/01/2014,425,,,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAB,Supplies & Services,Travelling Expenses General,M H ELCOCK & SON LTD T/A ELCOCK REISEN,06/01/2014,180,,,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAB,Supplies & Services,Other Services,THE NATIONAL ASSOCIATION OF COUNCILLORS ENGLISH REGION,09/01/2014,350,,,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAB,Supplies & Services,Subscriptions,West Midlands Employers,20/01/2014,9468.48,,,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAE,Employees,Staff Training,ASSOCIATION OF ELECTORAL ADMINISTRATORS,24/01/2014,354,,,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAE,Supplies & Services,Computer Software (Maint),ELECTORAL REFORM SERVICES,16/01/2014,2393.16,,,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAE,Supplies & Services,Postages,ROYAL MAIL GROUP LTD,23/01/2014,224.5,,,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAA,Premises-Related Expenditure,R&M -Buildings DLO Charge,Boon's Animal By-Products (Boon Bros),16/01/2014,187.5,,,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAA,Supplies & Services,Subscriptions,THE TRADING STANDARDS INSTITUTE,15/01/2014,121,,,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAD,Employees,Cont Prof Development,WARWICKSHIRE COUNTY COUNCIL,24/01/2014,190,,,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,06/01/2014,192,,,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,09/01/2014,192,,,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,09/01/2014,480,,,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAE,Supplies & Services,Computer Software (Maint),DIAMOND PEOPLE LIMITED,30/01/2014,120,,,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,16/01/2014,432,,,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,23/01/2014,192,,,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAF,Transport-Related Expenditure,Travelling Expenses General,EXPOTEL HOTEL RESERVATIONS LIMITED,28/01/2014,125.8,,,,,,
"Law, Democracy & Public Protection",Governance,MAAF,Premises-Related Expenditure,Other,SHREWSBURY & TELFORD HOSPITAL NHS TRUST,02/01/2014,4716.87,,,,,,
"Law, Democracy & Public Protection",Governance,MAAF,Premises-Related Expenditure,Other,SHREWSBURY & TELFORD HOSPITAL NHS TRUST,02/01/2014,4716.87,,,,,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",BHAB,Employees,Training Expenses,UNIVERSITY OF WOLVERHAMPTON,20/01/2014,1803,,,,,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",BHAB,Employees,Professional Subs,AST DISTRIBUTION,20/01/2014,125,,,,,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",BHAD,Supplies & Services,Sampling & Analysis,Public Health England,29/01/2014,117.96,,,,,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",DEAB,Supplies & Services,Printing - Other,BRAISWICK PHOTOGRAPHIC CO LTD,07/01/2014,135,,,,,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",DEAC,Employees,Professional Subs,THE GEOLOGICAL SOCIETY,30/01/2014,234,,,,,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",DEAC,Employees,Professional Subs,CIEH,15/01/2014,2254,,,,,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,Publications,Thomson Reuters,06/01/2014,1258,,,,,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,PC Software for Unit,OYEZ PROFESSIONAL SERVICES LIMITED,03/01/2014,303.79,,,,,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,Other Services,Contracts & Procurement Advice Limited,20/01/2014,2462.06,,,,,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,Subsistence,EXPOTEL HOTEL RESERVATIONS LIMITED,20/01/2014,186,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAA,Supplies & Services,Materials,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),21/01/2014,114.87,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAB,Employees,Training Expenses,Paritor Ltd,17/01/2014,716,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAB,Supplies & Services,Hospitality,HARPER ADAMS UNIVERSITY COLLEGE,03/01/2014,805.05,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Advertising,Pro Sports Media,09/01/2014,561.6,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Advertising,High Viz Publicity Ltd,10/01/2014,1000,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Postages,Precision Marketing Group,15/01/2014,766.77,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Postages,Precision Marketing Group,15/01/2014,2475.26,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Equipment - Purchase,STAGE ELECTRICS PARTNERSHIP LTD,28/01/2014,2209.12,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Advertising,THE SIGN SHOP,23/01/2014,520,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,Industry Music Group,03/01/2014,250,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,Industry Music Group,03/01/2014,250,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,Industry Music Group,03/01/2014,2500,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAG,Supplies & Services,Other Expenses,SUNDRY SUPPLIER - C/O POST ROOM,08/01/2014,200,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAG,Supplies & Services,Other Expenses,SUNDRY SUPPLIER - C/O POST ROOM,08/01/2014,300,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAG,Supplies & Services,Mobile Phones,ORANGE PCS LTD,21/01/2014,119,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAH,Premises-Related Expenditure,Hire Of Rooms,CARMICHAEL SCHOOL OF DANCE,03/01/2014,180,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Equipment - Hire,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),08/01/2014,128.34,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,23/01/2014,235.23,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,23/01/2014,357.84,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,23/01/2014,112.84,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,23/01/2014,156.7,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,23/01/2014,308.2,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Confectionery & Snacks,N.W. LEVERS LIMITED T/A HULLEYS FROZEN,03/01/2014,116.38,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Confectionery & Snacks,N.W. LEVERS LIMITED T/A HULLEYS FROZEN,03/01/2014,115.56,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Other Expenses,DMC STOCKTAKING,13/01/2014,160,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Confectionery & Snacks,BIKOLD,13/01/2014,1143.86,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Other Materials,Bratby Gases,10/01/2014,150,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Other Materials,Bratby Gases,10/01/2014,110,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,10/01/2014,536.76,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,10/01/2014,156.82,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,10/01/2014,111.72,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,10/01/2014,111.34,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,10/01/2014,112.84,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,10/01/2014,114.69,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,10/01/2014,115.64,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Confectionery & Snacks,N.W. LEVERS LIMITED T/A HULLEYS FROZEN,10/01/2014,154.08,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Confectionery & Snacks,N.W. LEVERS LIMITED T/A HULLEYS FROZEN,10/01/2014,154.08,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Confectionery & Snacks,BIKOLD,08/01/2014,281.52,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Confectionery & Snacks,BIKOLD,08/01/2014,271.2,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Confectionery & Snacks,N.W. LEVERS LIMITED T/A HULLEYS FROZEN,17/01/2014,115.56,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Equipment - Hire,PROKILL UK LIMITED,23/01/2014,154.95,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,22/01/2014,178.92,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,22/01/2014,156.82,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Confectionery & Snacks,N.W. LEVERS LIMITED T/A HULLEYS FROZEN,23/01/2014,154.08,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Confectionery & Snacks,N.W. LEVERS LIMITED T/A HULLEYS FROZEN,23/01/2014,256.8,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Confectionery & Snacks,N.W. LEVERS LIMITED T/A HULLEYS FROZEN,23/01/2014,192.6,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Confectionery & Snacks,BIKOLD,23/01/2014,111.06,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,23/01/2014,385.25,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,23/01/2014,235.05,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,23/01/2014,114.69,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,23/01/2014,212.79,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,23/01/2014,223.44,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,23/01/2014,112.84,,,,,,
