Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,15/10/2013,134.3,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,15/10/2013,119.04,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,22/10/2013,149.74,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,115.34,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,129.86,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,TELFORD & WREKIN SERVICES LTD,24/10/2013,874.13,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,165.64,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,131.92,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,131.57,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,130.63,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,152.45,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,158.44,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,144.42,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,142.85,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,248.44,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,220.64,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,185.69,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,228,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,159.81,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,128.78,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,243.88,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,328.53,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,299.49,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,129.65,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,123.32,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,141.1,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,255.18,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,207.54,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,TELFORD & WREKIN SERVICES LTD,24/10/2013,182.54,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,106.32,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,AEM GROUP LTD,15/10/2013,403.35,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,TELFORD & WREKIN SERVICES LTD,24/10/2013,102.85,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,TELFORD & WREKIN SERVICES LTD,24/10/2013,264.52,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,TELFORD & WREKIN SERVICES LTD,24/10/2013,164.61,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,TELFORD & WREKIN SERVICES LTD,24/10/2013,170.92,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,TELFORD & WREKIN SERVICES LTD,24/10/2013,164.61,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,155.23,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,14/10/2013,112.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,22/10/2013,112.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,22/10/2013,112.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,TELFORD & WREKIN SERVICES LTD,22/10/2013,913.72,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,S & P PAINTSHOP,01/10/2013,546.75,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,S & P PAINTSHOP,01/10/2013,553.75,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,03/10/2013,122.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,03/10/2013,112.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,07/10/2013,265,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,15/10/2013,140,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,15/10/2013,107.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,15/10/2013,112.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,157.63,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,04/10/2013,112.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,TELFORD & WREKIN SERVICES LTD,24/10/2013,247,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,TELFORD & WREKIN SERVICES LTD,24/10/2013,266,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,TELFORD & WREKIN SERVICES LTD,24/10/2013,285,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,TELFORD & WREKIN SERVICES LTD,24/10/2013,247,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,TELFORD & WREKIN SERVICES LTD,24/10/2013,209,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,TELFORD & WREKIN SERVICES LTD,24/10/2013,927.52,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,04/10/2013,210,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,04/10/2013,210,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,04/10/2013,142.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,04/10/2013,112.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,TELFORD & WREKIN SERVICES LTD,24/10/2013,1138.1,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,TELFORD & WREKIN SERVICES LTD,24/10/2013,190,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,15/10/2013,131.92,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,15/10/2013,135.99,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,15/10/2013,166.33,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,15/10/2013,212.94,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,15/10/2013,266.41,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,15/10/2013,116.97,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,15/10/2013,199.05,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,15/10/2013,253.27,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,178.91,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,148.23,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,15/10/2013,135.08,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,155.71,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,TELFORD & WREKIN SERVICES LTD,24/10/2013,190,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,15/10/2013,112.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,15/10/2013,112.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,15/10/2013,112.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,15/10/2013,152.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,TRUCK & CAR ELECTRICS,15/10/2013,464.4,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,15/10/2013,177.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,TELFORD & WREKIN SERVICES LTD,24/10/2013,267.87,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,TELFORD & WREKIN SERVICES LTD,24/10/2013,292.6,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,TELFORD & WREKIN SERVICES LTD,24/10/2013,327,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,TELFORD & WREKIN SERVICES LTD,24/10/2013,218.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,15/10/2013,160,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,15/10/2013,112.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,241.32,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,15/10/2013,146.71,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Employees,Staff Training,Flintshire County Council,01/10/2013,210,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Premises-Related Expenditure,Water Rates,SEVERN TRENT WATER LTD,22/10/2013,134.99,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS (ELECTRICITY),01/10/2013,264.07,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Supplies & Services,Hygiene Products,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),22/10/2013,149.7,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Supplies & Services,Hygiene Products,Border Janitorial Supplies Limited,11/10/2013,106.28,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Supplies & Services,Equipment - Purchase,CN Unwin Ltd,22/10/2013,243.36,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Supplies & Services,Equipment - Purchase,CN Unwin Ltd,22/10/2013,142.78,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,14/10/2013,201.6,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,SHELL UK LTD,22/10/2013,735.98,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,BURNT TREE GROUP LTD,21/10/2013,841.37,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,BURNT TREE GROUP LTD,01/10/2013,516.34,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,BURNT TREE GROUP LTD,01/10/2013,219.75,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,01/10/2013,185.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,11/10/2013,196,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,11/10/2013,196,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,11/10/2013,504,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,ALLSTAR BUSINESS SOLUTIONS LTD,15/10/2013,401.33,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,14/10/2013,224,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,14/10/2013,200.48,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,14/10/2013,200.48,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,14/10/2013,224,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,14/10/2013,201.6,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,14/10/2013,200.48,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,14/10/2013,200.48,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,14/10/2013,196,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,14/10/2013,200.48,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,14/10/2013,224,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,14/10/2013,224,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,SHELL UK LTD,15/10/2013,350.06,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,24/10/2013,196,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,AUTO MECHANICAL & GAILEY RECOVERY,22/10/2013,120,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,365.6,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,SHELL UK LTD,15/10/2013,1043.96,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,14/10/2013,200.48,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAK,Supplies & Services,Equipment - Purchase,SPECIALIST COMPUTERS CENTRES PLC,10/10/2013,509.7,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,124.76,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Vehicle Parts,PTL - PREMIER TAIL LIFTS LIMITED,01/10/2013,115,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,15/10/2013,113.65,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/10/2013,112.41,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,24/10/2013,112.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",JPAK,Transport-Related Expenditure,Travelling Expenses General,EXPOTEL HOTEL RESERVATIONS LIMITED,07/10/2013,100.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",WCAC,Capital Expenditure,Computer Software,LIQUIDLOGIC LIMITED,25/10/2013,31750,
"Finance, Audit & Information Governance",Audit & Information Governance,BAAA,Employees,Staff Training,CIPFA BUSINESS LTD,22/10/2013,245,
"Finance, Audit & Information Governance",Corporate Codes,FHAQ,Supplies & Services,Contingency - Other,HMRC SHIPLEY,09/10/2013,2837,
"Finance, Audit & Information Governance",Corporate Codes,HHAE,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,21/10/2013,125,
"Finance, Audit & Information Governance",Corporate Codes,HHAE,Supplies & Services,Printing - Other,TAKING PART,01/10/2013,300,
"Finance, Audit & Information Governance",Corporate Codes,HHAE,Supplies & Services,Printing - Other,TELFORD REPROGRAPHICS LTD,24/10/2013,140,
"Finance, Audit & Information Governance",Corporate Codes,MAAC,Employees,Agency Supply Costs,COMENSURA LTD,09/10/2013,9333.61,
"Finance, Audit & Information Governance",Corporate Codes,MAAC,Employees,Agency Supply Costs,COMENSURA LTD,21/10/2013,14580.55,
"Finance, Audit & Information Governance",Corporate Codes,MAAC,Employees,Course Fees,COMENSURA LTD,03/10/2013,14395.65,
"Finance, Audit & Information Governance",Corporate Codes,MAAC,Employees,Agency Supply Costs,COMENSURA LTD,04/10/2013,10265.12,
"Finance, Audit & Information Governance",Corporate Codes,MAAH,Premises-Related Expenditure,Contingency Repairs,SHROPSHIRE COUNCIL,16/10/2013,54495.14,
"Finance, Audit & Information Governance",Employment Services & Purchase Ledger,FEAB,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,10/10/2013,122.8,
"Finance, Audit & Information Governance",Employment Services & Purchase Ledger,FEAB,Supplies & Services,Subscriptions,CAPITA BUSINESS SERVICES LTD,04/10/2013,450,
"Finance, Audit & Information Governance",Employment Services & Purchase Ledger,FEAC,Employees,Recruitment Interview,DISCLOSURE & BARRING SERVICE,04/10/2013,6116,
"Finance, Audit & Information Governance",Finance,FHAB,Supplies & Services,Other Services,ALLPAY.NET LIMITED,09/10/2013,822.46,
"Finance, Audit & Information Governance",Finance,FHAB,Supplies & Services,Other Services,ALLPAY.NET LIMITED,09/10/2013,3651.69,
"Finance, Audit & Information Governance",Finance,FHAB,Supplies & Services,Other Services,ALLPAY.NET LIMITED,09/10/2013,283.48,
"Finance, Audit & Information Governance",Finance,FHAC,Capital Financing Costs,Principal,SHROPSHIRE COUNCIL,07/10/2013,1981459,
"Finance, Audit & Information Governance",Finance,FHAD,Supplies & Services,External Audit Fees,KPMG LLP,07/10/2013,16850,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAC,Supplies & Services,Publications,CHART INST PUBLIC FINANCE & ACCOUNTANCY,09/10/2013,393.75,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAC,Supplies & Services,Publications,LEXIS NEXIS,24/10/2013,139.95,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAC,Supplies & Services,Publications,FL MEMO LTD,02/10/2013,379.9,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAE,Supplies & Services,Miscellaneous Insurance,JC Applications Development LTD,16/10/2013,4250,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAE,Supplies & Services,Miscellaneous Insurance,AON LTD,16/10/2013,7000,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAE,Supplies & Services,Miscellaneous Insurance,AON LTD,01/10/2013,45613.79,
"Finance, Audit & Information Governance",Finance Manager (Schools & Care Services),FFAH,Employees,Professional Subs,CIMA,29/10/2013,350,
Health and Wellbeing,Public Health,HRAB,Supplies & Services,Sub Contractors,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,31/10/2013,32966,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),Leegomery Pharmacy,10/10/2013,106.73,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),Quit2Win,07/10/2013,6390,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),Asda Instore Pharmacy,02/10/2013,1488.87,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),SHROPSHIRE COMMUNITY HEALTH NHS TRUST,18/10/2013,38259.35,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),Target Health & Wellbeing LLP,25/10/2013,227,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),Target Health & Wellbeing LLP,25/10/2013,540,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),Target Health & Wellbeing LLP,25/10/2013,1330,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),Target Health & Wellbeing LLP,25/10/2013,669,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),Target Health & Wellbeing LLP,25/10/2013,773,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),Asda Instore Pharmacy,25/10/2013,739.82,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),Target Health & Wellbeing LLP,25/10/2013,267,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),Target Health & Wellbeing LLP,25/10/2013,487,
Health and Wellbeing,Public Health,HRAD,Supplies & Services,Sub Contractors,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,31/10/2013,35692.33,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,08/10/2013,150,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,OAKENGATES MEDICAL PRACTICE,01/10/2013,4115.82,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,LINDEN HALL SURGERY,01/10/2013,3038.13,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,Holliwell Medical Practice,01/10/2013,1964.75,
