Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
Family & Cohesion Services,Children Specialist Services,KNAA,Third Party Payments,Agency Services,NEW OPTIONS (3) LTD,07/02/2013,"49,644.45",
Family & Cohesion Services,Children Specialist Services,KNAA,Third Party Payments,Agency Services,ELLESMERE COLLEGE,07/02/2013,"5,340.88",
Family & Cohesion Services,Children Specialist Services,KNAA,Third Party Payments,Agency Services,CASTLECARE EDUCATION LTD,04/02/2013,"61,750.00",
Family & Cohesion Services,Children Specialist Services,KNAJ,Employees,Course Fees,TELFORD OCCUPATIONAL HEALTH SERVICE LTD,07/02/2013,105.00,
Family & Cohesion Services,Children Specialist Services,KNAJ,Supplies & Services,Equipment - Purchase,Freedom of Speech Ltd,01/02/2013,165.00,
Family & Cohesion Services,Children Specialist Services,KNAJ,Supplies & Services,Equipment - Purchase,CONNEVANS LIMITED,11/02/2013,136.50,
Family & Cohesion Services,Children Specialist Services,KNAJ,Supplies & Services,Equipment - Purchase,CONNEVANS LIMITED,11/02/2013,105.98,
Family & Cohesion Services,Children Specialist Services,KNAJ,Supplies & Services,Equipment - Purchase,CONNEVANS LIMITED,28/02/2013,175.60,
Family & Cohesion Services,Children Specialist Services,KNAJ,Supplies & Services,Mobile Phones,ORANGE PCS LTD,13/02/2013,135.00,
Family & Cohesion Services,Cohesion,JPAG,Supplies & Services,Emergency Provisions for Young People,POWER POINT,25/02/2013,119.00,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,APPLE TREES NURSERY,01/02/2013,400.13,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,EDGMOND OWLS,25/02/2013,"9,968.74",
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,25/02/2013,776.00,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CENTRAL PARK NURSERY,25/02/2013,"16,825.08",
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,EARLYWORLD LIMITED,25/02/2013,"13,065.81",
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,LITTLE CHICKS PRE-SCHOOL,25/02/2013,"11,002.72",
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABC Day Nursery,25/02/2013,"7,513.25",
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,HADLEY UNDER 5´S,26/02/2013,582.00,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,KIDS 4 US,26/02/2013,291.00,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,HONEYBUNS NURSERIES,26/02/2013,"1,726.60",
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CHILDCARE SOS,26/02/2013,"3,201.00",
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,BROOKSIDE PRE-SCHOOL & PLAYGROUP,26/02/2013,-174.60,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,EARLYWORLD LIMITED,26/02/2013,-291.00,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,CHIPMUNKS NURSERY,26/02/2013,"6,984.00",
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABACUS (DAWLEY) LTD,26/02/2013,-582.00,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,REDACTED PERSONAL INFORMATION,26/02/2013,436.50,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,LILLESHALL PRE-SCHOOL PLAYGROUP,27/02/2013,218.25,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,RANDLAY ROUNDABOUTS,26/02/2013,"1,746.00",
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,SMILEY FACES DAY NURSERIES LTD,26/02/2013,"1,164.00",
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,STRAWBERRY HILL DAY NURSERY,26/02/2013,"5,529.00",
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,NOAH´S ARK NURS & AFTER SCH CLUB,26/02/2013,363.75,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,WOODEN TOPS DAY NURSERY,26/02/2013,"4,345.60",
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,STEPPING STONES AT CAPTAIN WEBB,26/02/2013,"1,746.00",
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,PLAY-DAYS CORPORTION LTD,26/02/2013,291.00,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,OUR WORLD NEIGHBOURHOOD NURSERY,26/02/2013,"1,164.00",
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,B) WT´ON METHODIST CHURCH PLAYGR,26/02/2013,545.63,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,TEAGUES BRIDGE PRE-SCHOOL,26/02/2013,-218.25,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,TOTS AND TODDLERS DAYCARE,26/02/2013,"4,074.00",
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,DAISY CHAIN DAY CARE LTD,26/02/2013,582.00,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,ABACUSDAY NURSERY,26/02/2013,-291.00,
Family & Cohesion Services,Early Intervention,GEAA,Third Party Payments,Voluntary Bodies,APPLE TREES NURSERY,26/02/2013,218.25,
Family & Cohesion Services,Early Intervention,GEAC,Supplies & Services,Grants To Voluntary Organis,REDACTED PERSONAL INFORMATION,26/02/2013,498.24,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Voluntary Bodies,WOODEN TOPS DAY NURSERY,26/02/2013,"13,824.00",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CYGNETS PRE-SCHOOL,25/02/2013,"12,169.73",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LONGFORD PLAYGROUP,26/02/2013,"3,736.80",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LONGFORD PLAYGROUP,26/02/2013,"1,868.40",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LONGFORD PLAYGROUP,26/02/2013,583.20,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,26/02/2013,151.20,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HADLEY UNDER 5´S,26/02/2013,"10,420.56",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HADLEY UNDER 5´S,26/02/2013,"10,801.80",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HADLEY UNDER 5´S,26/02/2013,"2,656.80",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HADLEY UNDER 5´S,26/02/2013,"1,101.60",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LITTLE DRAGONS PRE-SCHOOL,26/02/2013,"6,300.00",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HIGH ERCALL PRE-SCHOOL,26/02/2013,"2,856.58",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HIGH ERCALL PRE-SCHOOL,26/02/2013,"1,052.64",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HIGH ERCALL PRE-SCHOOL,26/02/2013,695.52,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HIGH ERCALL PRE-SCHOOL,26/02/2013,110.16,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,KIDS 4 US,26/02/2013,"3,481.99",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,KIDS 4 US,26/02/2013,"2,033.28",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,KIDS 4 US,26/02/2013,712.80,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,KIDS 4 US,26/02/2013,207.36,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LITTLE DRAGONS PRE-SCHOOL ,26/02/2013,"2,520.00",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LITTLE DRAGONS PRE-SCHOOL ,26/02/2013,"1,036.80",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LITTLE DRAGONS PRE-SCHOOL ,26/02/2013,259.20,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,26/02/2013,239.04,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,26/02/2013,689.04,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,26/02/2013,626.40,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HONEYBUNS NURSERIES,26/02/2013,"20,818.03",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HONEYBUNS NURSERIES,26/02/2013,"14,783.04",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HONEYBUNS NURSERIES,26/02/2013,"5,417.28",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LONGFORD PLAYGROUP,26/02/2013,194.40,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HALESFIELD DAY NURSERY CENTRE,26/02/2013,"4,284.00",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HALESFIELD DAY NURSERY CENTRE,26/02/2013,"5,922.00",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HALESFIELD DAY NURSERY CENTRE,26/02/2013,"1,075.68",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HALESFIELD DAY NURSERY CENTRE,26/02/2013,609.12,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,HONEYBUNS NURSERIES,26/02/2013,"1,529.28",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,THE OLD HALL SCHOOL,28/02/2013,"3,704.40",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,APPLE TREES NURSERY,26/02/2013,"3,682.80",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABACUS (DAWLEY) LTD,26/02/2013,"1,330.56",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,B) COALBROOKDALE & I´BRIDGE NURS,26/02/2013,"6,095.14",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,B) COALBROOKDALE & I´BRIDGE NURS,26/02/2013,"4,650.24",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,B) COALBROOKDALE & I´BRIDGE NURS,26/02/2013,"1,630.80",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,B) COALBROOKDALE & I´BRIDGE NURS,26/02/2013,483.84,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BUTTERFLIES DAY NURSERY,26/02/2013,"4,512.60",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BUTTERFLIES DAY NURSERY,26/02/2013,"3,105.00",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CHILDCARE SOS,26/02/2013,"3,415.39",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CHILDCARE SOS,26/02/2013,"1,274.40",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CHILDCARE SOS,26/02/2013,712.80,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CHILDCARE SOS,26/02/2013,129.60,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BEARS DEN PRE-SCHOOL,26/02/2013,"5,418.00",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BUTTERFLIES DAY NURSERY,26/02/2013,"1,092.96",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BUTTERFLIES DAY NURSERY,26/02/2013,324.00,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABACUS DAY NURSERY,26/02/2013,"1,374.12",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABACUS DAY NURSERY,26/02/2013,"2,498.40",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABACUS DAY NURSERY,26/02/2013,453.60,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABACUS DAY NURSERY,26/02/2013,259.20,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CHIPMUNKS NURSERY,26/02/2013,"6,400.30",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CHIPMUNKS NURSERY,26/02/2013,"10,924.20",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,EARLYWORLD LIMITED,26/02/2013,"6,925.54",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CHIPMUNKS NURSERY,26/02/2013,"2,488.32",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CHIPMUNKS NURSERY,26/02/2013,"1,101.60",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,EARLYWORLD LIMITED,26/02/2013,"4,733.28",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,EARLYWORLD LIMITED,26/02/2013,"1,879.20",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,APPLE TREES NURSERY,26/02/2013,388.80,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,26/02/2013,250.56,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BUSY BEES AT TELFORD PARKWAY,26/02/2013,233.28,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,26/02/2013,990.72,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,26/02/2013,302.40,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABACUS (DAWLEY) LTD,26/02/2013,"5,068.80",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABACUS (DAWLEY) LTD,26/02/2013,777.60,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,ABACUS (DAWLEY) LTD,26/02/2013,518.40,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LILLESHALL PRE-SCHOOL PLAYGROUP,27/02/2013,"8,088.84",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LITTLE BODIES DAY NURSERY,27/02/2013,"6,867.22",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,Busy Bees Day Nursery Telford,27/02/2013,"11,749.32",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,Busy Bees Day Nursery Telford,27/02/2013,"6,582.60",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,Busy Bees Day Nursery Telford,27/02/2013,"2,579.04",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,Busy Bees Day Nursery Telford,27/02/2013,686.88,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,OUR WORLD NEIGHBOURHOOD NURSERY,26/02/2013,"2,312.86",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,OUR WORLD NEIGHBOURHOOD NURSERY,26/02/2013,"4,193.64",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,RANDLAY ROUNDABOUTS,26/02/2013,"3,065.04",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,SMILEY FACES DAY NURSERIES LTD,26/02/2013,"8,549.64",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,STRAWBERRY HILL DAY NURSERY,26/02/2013,"20,217.60",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,THE OLD HALL SCHOOL,26/02/2013,"3,704.40",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,THE OLD HALL SCHOOL,26/02/2013,"1,036.80",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,26/02/2013,"1,293.12",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LEEGOMERY UNDER 5´S PLAYGROUP,26/02/2013,"3,790.80",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LEEGOMERY UNDER 5´S PLAYGROUP,26/02/2013,"3,790.80",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,NOAH´S ARK NURS & AFTER SCH CLUB,26/02/2013,"1,231.20",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LEEGOMERY UNDER 5´S PLAYGROUP,26/02/2013,972.00,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LEEGOMERY UNDER 5´S PLAYGROUP,26/02/2013,388.80,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,NOAH´S ARK NURS & AFTER SCH CLUB,26/02/2013,"6,331.80",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,NOAH´S ARK NURS & AFTER SCH CLUB,26/02/2013,"11,833.20",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,NOAH´S ARK NURS & AFTER SCH CLUB,26/02/2013,"2,525.04",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LADYGROVE NURSERY,26/02/2013,712.80,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LADYGROVE NURSERY,26/02/2013,324.00,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,OAKENGATES UNITED PRE-SCHOOL,26/02/2013,-378.00,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDHILL NURSERY,26/02/2013,"15,682.58",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,STEPPING STONES AT CAPTAIN WEBB,26/02/2013,"7,846.56",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PLAY-DAYS CORPORTION LTD,26/02/2013,"5,273.09",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,THE LEARNING TREE PRE-SCHOOL,26/02/2013,"4,818.96",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,THE LEARNING TREE PRE-SCHOOL,26/02/2013,"2,608.20",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,THE LEARNING TREE PRE-SCHOOL,26/02/2013,"1,334.88",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PUDDLEDUCKS PLAYGROUP,26/02/2013,"10,009.87",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PUDDLEDUCKS PLAYGROUP,26/02/2013,"4,384.80",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PUDDLEDUCKS PLAYGROUP,26/02/2013,"2,028.24",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,THE LEARNING TREE PRE-SCHOOL,26/02/2013,272.16,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PUDDLEDUCKS PLAYGROUP,26/02/2013,453.60,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,THOMAS TELFORD SCHOOL,26/02/2013,"4,525.20",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,26/02/2013,242.64,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,Aqueduct Little Learners,26/02/2013,"1,522.80",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,26/02/2013,645.12,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,OAKENGATES UNITED PRE-SCHOOL,26/02/2013,630.00,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,OUR WORLD NEIGHBOURHOOD NURSERY,26/02/2013,686.88,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,OUR WORLD NEIGHBOURHOOD NURSERY,26/02/2013,427.68,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,REDACTED PERSONAL INFORMATION,26/02/2013,732.96,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,DAISY CHAIN @ OLD HALL,26/02/2013,"16,456.75",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LADYGROVE NURSERY,26/02/2013,884.52,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,LADYGROVE NURSERY,26/02/2013,"3,159.00",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PRIORSLEE PRE-SCHOOL,26/02/2013,"1,040.26",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PRIORSLEE PRE-SCHOOL,26/02/2013,"6,192.00",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PRIORSLEE PRE-SCHOOL,26/02/2013,855.36,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,PRIORSLEE PRE-SCHOOL,26/02/2013,648.00,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TIBBERTON PLAYGROUP,26/02/2013,"4,471.20",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TORTOISE NURSERY SCHOOL,26/02/2013,"10,216.80",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TRENCH TOTS NEIGHBOURHOOD NURSERY LTD,26/02/2013,"5,216.64",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TRENCH TOTS NEIGHBOURHOOD NURSERY LTD,26/02/2013,"6,200.16",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,B) WT´ON METHODIST CHURCH PLAYGR,26/02/2013,"5,356.80",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TEAGUES BRIDGE PRE-SCHOOL,26/02/2013,"14,496.48",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TIGGYWINKLES MONTESSORI NURSERY,26/02/2013,"9,362.56",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,TOTS AND TODDLERS DAYCARE,26/02/2013,"20,573.28",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,EARLYWORLD LIMITED,26/02/2013,492.48,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BEARS DEN PRE-SCHOOL ,26/02/2013,"3,477.60",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BEARS DEN PRE-SCHOOL ,26/02/2013,"1,244.16",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BEARS DEN PRE-SCHOOL ,26/02/2013,557.28,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BROOKSIDE PRE-SCHOOL & PLAYGROUP,26/02/2013,"3,644.57",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BROOKSIDE PRE-SCHOOL & PLAYGROUP,26/02/2013,"1,938.60",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BUSY BEES AT TELFORD PARKWAY,26/02/2013,"5,713.20",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BUSY BEES AT TELFORD PARKWAY,26/02/2013,"2,235.60",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BUSY BEES AT TELFORD PARKWAY,26/02/2013,"1,179.36",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BROOKSIDE PRE-SCHOOL & PLAYGROUP,26/02/2013,777.60,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,BROOKSIDE PRE-SCHOOL & PLAYGROUP,26/02/2013,194.40,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CASTLE HOUSE SCHOOL TRUST LTD,26/02/2013,"3,897.85",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CASTLE HOUSE SCHOOL TRUST LTD,26/02/2013,"5,268.48",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CASTLE HOUSE SCHOOL TRUST LTD,26/02/2013,"1,136.16",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CASTLE HOUSE SCHOOL TRUST LTD,26/02/2013,818.64,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CLUB 0-5 LTD,26/02/2013,"7,182.72",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CLUB 0-5 LTD,26/02/2013,"1,879.20",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CLUB 0-5 LTD,26/02/2013,"1,274.40",
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,CLUB 0-5 LTD,26/02/2013,194.40,
Family & Cohesion Services,Early Intervention,GEAC,Third Party Payments,Pre School Playgroups,DAISY CHAIN DAY CARE LTD,26/02/2013,"9,007.63",
