Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Swimming transport,AT BROWN (COACHES) LTD,04/07/2014,237.9
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Swimming transport,AT BROWN (COACHES) LTD,04/07/2014,249.9
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Swimming transport,AT BROWN (COACHES) LTD,04/07/2014,376.4
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,AT BROWN (COACHES) LTD,18/07/2014,530.4
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,AT BROWN (COACHES) LTD,10/07/2014,663
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,AT BROWN (COACHES) LTD,11/07/2014,663
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,AT BROWN (COACHES) LTD,11/07/2014,132.6
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,18/07/2014,840.86
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,18/07/2014,840.86
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,18/07/2014,3807.32
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,18/07/2014,1351.2
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,18/07/2014,1052.64
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,10/07/2014,1315.8
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,10/07/2014,110.15
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,10/07/2014,6751.15
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,10/07/2014,1689
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,11/07/2014,1051.08
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,11/07/2014,5555.95
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,11/07/2014,1689
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,11/07/2014,1051.07
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,11/07/2014,1973.85
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,11/07/2014,951.83
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,11/07/2014,337.8
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,11/07/2014,263.16
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,11/07/2014,210.22
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,11/07/2014,210.21
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,DIAMOND CARS (TELFORD) LTD,22/07/2014,1456.56
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,DIAMOND CARS (TELFORD) LTD,22/07/2014,2692.2
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,DIAMOND CARS (TELFORD) LTD,22/07/2014,2377.2
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,EXPRESS DRIVEN,10/07/2014,2835
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,EXPRESS DRIVEN,10/07/2014,2207.94
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,EXPRESS DRIVEN,10/07/2014,600
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,EXPRESS DRIVEN,10/07/2014,1266.88
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,EXPRESS DRIVEN,10/07/2014,1050
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,KLM TRAVEL,10/07/2014,2735.46
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,M & B MINIBUSES LTD,10/07/2014,3855.6
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,M & B MINIBUSES LTD,10/07/2014,3362.94
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,M H ELCOCK & SON LTD T/A ELCOCK REISEN,10/07/2014,6104.7
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,M H ELCOCK & SON LTD T/A ELCOCK REISEN,10/07/2014,8889.3
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACTED PERSONAL INFORMATION ,10/07/2014,123.65
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACTED PERSONAL INFORMATION ,04/07/2014,147.84
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACTED PERSONAL INFORMATION ,10/07/2014,107.52
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,Sara Lyon,15/07/2014,114.66
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,SHAWS TRAVEL LTD,10/07/2014,105
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,SHAWS TRAVEL LTD,10/07/2014,290.7
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,SHAWS TRAVEL LTD,10/07/2014,2175
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,SHAWS TRAVEL LTD,10/07/2014,290.7
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,SHAWS TRAVEL LTD,10/07/2014,105
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,SHAWS TRAVEL LTD,04/07/2014,290.7
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,SHAWS TRAVEL LTD,10/07/2014,2115
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,SHAWS TRAVEL LTD,04/07/2014,420
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,SHAWS TRAVEL LTD,17/07/2014,360.7
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,SHAWS TRAVEL LTD,17/07/2014,525
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,SHAWS TRAVEL LTD,10/07/2014,2618.28
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,SHAWS TRAVEL LTD,10/07/2014,2013.48
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,SHAWS TRAVEL LTD,10/07/2014,1970.64
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,SHAWS TRAVEL LTD,10/07/2014,2116.38
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,SHAWS TRAVEL LTD,10/07/2014,2120.58
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,ULTIMATE TAXIS LTD,16/07/2014,840
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,ULTIMATE TAXIS LTD,16/07/2014,336.6
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,ULTIMATE TAXIS LTD,16/07/2014,1785
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,ULTIMATE TAXIS LTD,16/07/2014,2570.4
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,ULTIMATE TAXIS LTD,17/07/2014,295.6
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,ULTIMATE TAXIS LTD,17/07/2014,424.12
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,ULTIMATE TAXIS LTD,17/07/2014,565.48
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,AEM GROUP LTD,04/07/2014,585
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,AEM GROUP LTD,07/07/2014,280
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,AEM GROUP LTD,07/07/2014,485.87
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,AEM GROUP LTD,07/07/2014,137.68
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,AEM GROUP LTD,21/07/2014,164.1
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,07/07/2014,7141.23
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,21/07/2014,8665.88
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Tyres - Routine,CHRIS HARDY TYRES LTD,18/07/2014,400
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Tyres - Routine,CHRIS HARDY TYRES LTD,07/07/2014,115
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,COLOUR CARSMETIC SMART REPAIRS,21/07/2014,180
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,COLOUR CARSMETIC SMART REPAIRS,21/07/2014,150
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,COLOUR CARSMETIC SMART REPAIRS,21/07/2014,150
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,GREENHOUS VOLKSWAGEN VAN CENTRE,21/07/2014,243.46
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,GREENHOUS VOLKSWAGEN VAN CENTRE,21/07/2014,1028.01
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,21/07/2014,192.5
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,07/07/2014,247.5
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,07/07/2014,107.5
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,21/07/2014,212.5
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,21/07/2014,142.5
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,P LEEK COMMERCIAL REPAIRS LTD,21/07/2014,985.98
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,P LEEK COMMERCIAL REPAIRS LTD,07/07/2014,396
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,P LEEK COMMERCIAL REPAIRS LTD,21/07/2014,102.67
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,TRUCK & CAR ELECTRICS,07/07/2014,120
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,TRUCK & CAR ELECTRICS,21/07/2014,200
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,TRUCK & CAR ELECTRICS,21/07/2014,428.87
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,ALLSTAR BUSINESS SOLUTIONS LTD,07/07/2014,2096.48
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,ALLSTAR BUSINESS SOLUTIONS LTD,21/07/2014,2208.13
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAH,Employees,Course Fees,APSE (MANCHESTER),17/07/2014,198
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAH,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS ELEC (502015),07/07/2014,706.38
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,BURNT TREE GROUP LTD,11/07/2014,1248.12
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,15/07/2014,504
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,15/07/2014,196
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,15/07/2014,196
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,15/07/2014,196
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,03/07/2014,196
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,03/07/2014,196
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,21/07/2014,112.83
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Vehicle Parts,P LEEK COMMERCIAL REPAIRS LTD,21/07/2014,204.62
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",GEAG,Supplies & Services,Advertising,SHREWSBURY & TELFORD FAMILY GRAPEVINE,08/07/2014,180
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",HCAF,Supplies & Services,Other Services,Citizen Engagement Company Ltd,31/07/2014,3000
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",HOAS,Transport-Related Expenditure,Outside Hire,GLYN UPTON REMOVALS,16/07/2014,176.8
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",HOAS,Transport-Related Expenditure,Outside Hire,GLYN UPTON REMOVALS,16/07/2014,221
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",WCAC,Capital Expenditure,Other Capital Expenditure,BOURNVILLE VILLAGE TRUST,30/07/2014,160
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",WCAC,Capital Expenditure,Payments to Contractor,ILLY SYSTEMS LTD,15/07/2014,"2,250.00"
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",WCAC,Capital Expenditure,Computer Software,ILLY SYSTEMS LTD,30/07/2014,"1,875.00"
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",WCAC,Capital Expenditure,Other Capital Expenditure,NORTHGATE INFORMATION SOLUTIONS UK LTD,15/07/2014,131.46
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",WCAC,Capital Expenditure,Other Capital Expenditure,NORTHGATE INFORMATION SOLUTIONS UK LTD,15/07/2014,"1,736.76"
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",WCAC,Capital Expenditure,Other Capital Expenditure,NORTHGATE INFORMATION SOLUTIONS UK LTD,22/07/2014,930
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",WCAC,Capital Expenditure,Computer Hardware,SPECIALIST COMPUTERS CENTRES PLC,30/07/2014,"31,854.90"
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",WCAC,Capital Expenditure,Computer Hardware,SPECIALIST COMPUTERS CENTRES PLC,31/07/2014,270
"Family, Cohesion & Commissioning","Placements, Commissioning & Transport",WCAC,Capital Expenditure,Computer Hardware,SPECIALIST COMPUTERS CENTRES PLC,31/07/2014,"6,240.36"
"Finance, Audit & Information Governance",Audit & Information Governance,BAAA,Supplies & Services,Specialist Audit Computer Software (Maint),SAREEN SOFTWARE LIMITED,14/07/2014,345
"Finance, Audit & Information Governance",Corporate Codes,MAAC,Employees,Agency Supply Costs,COMENSURA LTD,10/07/2014,14664.87
"Finance, Audit & Information Governance",Corporate Codes,MAAC,Employees,Agency Supply Costs,COMENSURA LTD,18/07/2014,14430.87
"Finance, Audit & Information Governance",Corporate Codes,MAAC,Employees,Agency Supply Costs,COMENSURA LTD,29/07/2014,19885.27
"Finance, Audit & Information Governance",Corporate Codes,MAAC,Employees,Agency Supply Costs,COMENSURA LTD,15/07/2014,17693.11
"Finance, Audit & Information Governance",Employment Services & Purchase Ledger,FEAB,Supplies & Services,Computer Hardware (Maint),MERIDIAN COST BENEFIT LTD,24/07/2014,1032.5
"Finance, Audit & Information Governance",Employment Services & Purchase Ledger,FEAB,Supplies & Services,Other Expenses,PHS DATASHRED,23/07/2014,105.75
"Finance, Audit & Information Governance",Employment Services & Purchase Ledger,FEAB,Supplies & Services,Postages,ROYAL MAIL GROUP LTD,02/07/2014,667.38
"Finance, Audit & Information Governance",Employment Services & Purchase Ledger,FEAF,Supplies & Services,Other Materials,MERIDIAN COST BENEFIT LTD,07/07/2014,2129.47
"Finance, Audit & Information Governance",Employment Services & Purchase Ledger,FEAF,Supplies & Services,Advertising,MERIDIAN COST BENEFIT LTD,23/07/2014,101.81
"Finance, Audit & Information Governance",Employment Services & Purchase Ledger,FEAF,Third Party Payments,Residential Expenditure,MERIDIAN COST BENEFIT LTD,16/07/2014,3474.17
"Finance, Audit & Information Governance",Employment Services & Purchase Ledger,FEAF,Third Party Payments,Residential Expenditure,MERIDIAN COST BENEFIT LTD,16/07/2014,502.29
"Finance, Audit & Information Governance",Employment Services & Purchase Ledger,FEAF,Third Party Payments,Residential Expenditure,MERIDIAN COST BENEFIT LTD,16/07/2014,209.29
"Finance, Audit & Information Governance",Finance,FHAB,Supplies & Services,Other Services,ALLPAY.NET LIMITED,15/07/2014,683.38
"Finance, Audit & Information Governance",Finance,FHAB,Supplies & Services,Other Services,ALLPAY.NET LIMITED,15/07/2014,257.32
"Finance, Audit & Information Governance",Finance,FHAB,Supplies & Services,Other Services,ALLPAY.NET LIMITED,15/07/2014,3688.53
"Finance, Audit & Information Governance",Finance,FHAH,Supplies & Services,Other Services,AE PROPERTY MAINTENANCE,17/07/2014,240
"Finance, Audit & Information Governance",Finance,FHAH,Supplies & Services,Other Services,DAWLEY BARGAIN CENTRE,16/07/2014,170
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAC,Supplies & Services,Technical Advisors,SHROPSHIRE COUNCIL,10/07/2014,1200
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAC,Employees,Recruitment Advertising,THE MIDLAND NEWS ASSOCIATION LTD,21/07/2014,624.37
"Finance, Audit & Information Governance",Finance Manager (Schools & Care Services),FFAH,Employees,Professional Subs,AAT,18/07/2014,136
"Finance, Audit & Information Governance",Finance Manager (Schools & Care Services),FFAH,Supplies & Services,Subscriptions,CHART INST PUBLIC FINANCE & ACCOUNTANCY,28/07/2014,1790.75
"Health, Well-being & Public Protection","Health, Safety & Resilience",DEAA,Employees,Staff Training,CEnTSA,30/07/2014,175
"Health, Well-being & Public Protection","Health, Safety & Resilience",DEAD,Supplies & Services,Other Services,ALS ENVIRONMENTAL LIMITED,31/07/2014,532.36
"Health, Well-being & Public Protection","Health, Safety & Resilience",DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,28/07/2014,192
"Health, Well-being & Public Protection","Health, Safety & Resilience",DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,28/07/2014,192
"Health, Well-being & Public Protection","Health, Safety & Resilience",DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,08/07/2014,192
"Health, Well-being & Public Protection","Health, Safety & Resilience",DEAE,Supplies & Services,Consultants Fees,TAYLOR & MARSHALL,03/07/2014,200
"Health, Well-being & Public Protection","Health, Safety & Resilience",DEAE,Supplies & Services,Consultants Fees,TAYLOR & MARSHALL,28/07/2014,200
"Health, Well-being & Public Protection",Public Health,HRAC,Supplies & Services,Sub Contractors,ICE Creates Ltd,28/07/2014,17176.32
"Health, Well-being & Public Protection",Public Health,HRAC,Supplies & Services,Other Grants (Expenses),ICE Creates Ltd,07/07/2014,21299.98
"Health, Well-being & Public Protection",Public Health,HRAC,Supplies & Services,Other Grants (Expenses),ICE Creates Ltd,08/07/2014,21299.98
"Health, Well-being & Public Protection",Public Health,HRAC,Supplies & Services,Other Grants (Expenses),North 51 Limited,28/07/2014,7480
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,09/07/2014,330
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,01/07/2014,305.3
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,01/07/2014,324.87
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,28/07/2014,122.25
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Sub Contractors,Alere Uk Holdings Ltd,28/07/2014,344.96
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,28/07/2014,408.71
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,28/07/2014,325.25
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Sub Contractors,Alere Uk Holdings Ltd,28/07/2014,138.5
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,28/07/2014,297.98
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Sub Contractors,Alere Uk Holdings Ltd,28/07/2014,138.5
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Sub Contractors,Alere Uk Holdings Ltd,31/07/2014,305.39
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,15/07/2014,141.91
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,17/07/2014,347.53
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Sub Contractors,Alere Uk Holdings Ltd,31/07/2014,305.39
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Sub Contractors,Alere Uk Holdings Ltd,31/07/2014,591.12
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Sub Contractors,Alere Uk Holdings Ltd,31/07/2014,325.39
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Sub Contractors,Alere Uk Holdings Ltd,31/07/2014,166.93
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Sub Contractors,Alere Uk Holdings Ltd,31/07/2014,630.78
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Sub Contractors,CHARLTON MEDICAL CENTRE,31/07/2014,920
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Sub Contractors,CHURCH CLOSE SURGERY,31/07/2014,1040
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Sub Contractors,DAWLEY MEDICAL PRACTICES,31/07/2014,560
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Sub Contractors,Donnington Medical Paractice,31/07/2014,3020
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Sub Contractors,Hollinswood and Priorslee Medical Practice,31/07/2014,540
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Sub Contractors,Holliwell Medical Practice,31/07/2014,240
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Sub Contractors,IRONBRIDGE MEDICAL PRACTICE,31/07/2014,700
"Health, Well-being & Public Protection",Public Health,HRAE,Supplies & Services,Sub Contractors,LAWLEY MEDICAL PRACTICE,31/07/2014,520
