Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Supplies & Services,Hygiene Products,Border Janitorial Supplies Limited,16/12/2013,145.84,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Supplies & Services,Protective Clothing,MAIN MAN SUPPLIES LTD,16/12/2013,315,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Supplies & Services,Hygiene Products,LEWIS'S MEDICAL SUPPLIES,16/12/2013,398.55,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Supplies & Services,Printing - Other,Graphics and Print (Telford) Ltd,24/12/2013,220,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,MORGANS W/SCREENS LTD T/A NAT WINDSCREEN,19/12/2013,-250,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,04/12/2013,200.48,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/12/2013,201.6,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/12/2013,200.48,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/12/2013,224,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/12/2013,201.6,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/12/2013,224,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/12/2013,224,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/12/2013,224,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/12/2013,196,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/12/2013,200.48,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/12/2013,200.48,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/12/2013,200.48,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,05/12/2013,200.48,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,BURNT TREE GROUP LTD,05/12/2013,799.78,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,02/12/2013,504,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,BURNT TREE GROUP LTD,19/12/2013,704.29,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,19/12/2013,302.13,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,ALLSTAR BUSINESS SOLUTIONS LTD,20/12/2013,435.74,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,ALLSTAR BUSINESS SOLUTIONS LTD,20/12/2013,807.47,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,MORGANS W/SCREENS LTD T/A NAT WINDSCREEN,20/12/2013,250,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,SHELL UK LTD,09/12/2013,407.4,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,09/12/2013,197.27,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,ALLSTAR BUSINESS SOLUTIONS LTD,16/12/2013,795.47,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,16/12/2013,196,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,SHELL UK LTD,24/12/2013,327.66,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Fuel,SHELL UK LTD,24/12/2013,123.47,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,20/12/2013,141.87,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,20/12/2013,147.38,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,20/12/2013,145.68,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,16/12/2013,121.93,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,16/12/2013,138.11,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,23/12/2013,112.5,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",HCAF,Supplies & Services,Other Services,Citizen Engagement,17/12/2013,350,,,,
"Finance, Audit & Information Governance",Corporate Codes,MAAC,Employees,Agency Supply Costs,COMENSURA LTD,04/12/2013,9139.94,,,,
"Finance, Audit & Information Governance",Corporate Codes,MAAC,Employees,Agency Supply Costs,COMENSURA LTD,12/12/2013,15173.01,,,,
"Finance, Audit & Information Governance",Corporate Codes,MAAC,Employees,Agency Supply Costs,COMENSURA LTD,16/12/2013,17014.52,,,,
"Finance, Audit & Information Governance",Employment Services & Purchase Ledger,BPAA,Supplies & Services,Equipment - Purchase,EDM GROUP LTD,02/12/2013,301.96,,,,
"Finance, Audit & Information Governance",Employment Services & Purchase Ledger,FEAB,Supplies & Services,Conference Expenses,NORTHGATEARINSO UK LTD,19/12/2013,-426,,,,
"Finance, Audit & Information Governance",Employment Services & Purchase Ledger,FEAB,Supplies & Services,Conference Expenses,NORTHGATEARINSO UK LTD,17/12/2013,426,,,,
"Finance, Audit & Information Governance",Employment Services & Purchase Ledger,FEAC,Employees,Recruitment Interview,DISCLOSURE & BARRING SERVICE,12/12/2013,6626,,,,
"Finance, Audit & Information Governance",Finance,FHAB,Supplies & Services,Other Services,ALLPAY.NET LIMITED,17/12/2013,273.27,,,,
"Finance, Audit & Information Governance",Finance,FHAB,Supplies & Services,Other Services,ALLPAY.NET LIMITED,17/12/2013,769.78,,,,
"Finance, Audit & Information Governance",Finance,FHAB,Supplies & Services,Other Services,ALLPAY.NET LIMITED,18/12/2013,3603.37,,,,
"Finance, Audit & Information Governance",Finance,FHAE,Employees,Professional Subs,C I P F A,19/12/2013,310,,,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Employees,Professional Subs,CIMA,03/12/2013,247,,,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Employees,Course Fees,DODS PARLIAMENTARY COMMUNICATIONS LTD,24/12/2013,295,,,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Employees,Professional Subs, AAT ,01/12/2013,131,,,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Transport-Related Expenditure,Tax,FREETH CARTWRIGHT LLP,23/12/2013,1346.4,,,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Transport-Related Expenditure,Tax,FREETH CARTWRIGHT LLP,23/12/2013,970.2,,,,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAC,Employees,Professional Subs,C I P F A,18/12/2013,151,,,,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAC,Employees,Professional Subs,C I P F A,18/12/2013,310,,,,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAC,Supplies & Services,Publications,CIPFA BUSINESS LTD,03/12/2013,455,,,,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAE,Supplies & Services,Miscellaneous Insurance,AVIVA,05/12/2013,7725.37,,,,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAE,Supplies & Services,Miscellaneous Insurance,ACE EUROPEAN GROUP LTD,11/12/2013,15281.29,,,,
"Finance, Audit & Information Governance",Finance Manager (Schools & Care Services),FFAH,Employees,Professional Subs,C I P F A,12/12/2013,151,,,,
"Finance, Audit & Information Governance",Finance Manager (Schools & Care Services),FFAH,Employees,Professional Subs,C I P F A,12/12/2013,310,,,,
"Finance, Audit & Information Governance",Finance Manager (Schools & Care Services),FFAH,Employees,Professional Subs,ACCA,02/12/2013,205,,,,
"Finance, Audit & Information Governance",Finance Manager (Schools & Care Services),FFAH,Supplies & Services,Conference Expenses,Babcock 4S Ltd,24/12/2013,235,,,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Employees,Professional Subs, AAT ,01/12/2013,131,,,,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAC,Employees,Professional Subs, AAT ,01/12/2013,131,,,,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAC,Employees,Professional Subs, AAT ,01/12/2013,131,,,,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAC,Employees,Professional Subs, AAT ,01/12/2013,131,,,,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAC,Employees,Professional Subs, AAT ,01/12/2013,131,,,,
"Finance, Audit & Information Governance",Finance Manager (Schools & Care Services),FFAH,Employees,Professional Subs, AAT ,01/12/2013,131,,,,
"Finance, Audit & Information Governance",Finance Manager (Schools & Care Services),FFAH,Employees,Professional Subs, AAT ,01/12/2013,131,,,,
"Finance, Audit & Information Governance",Finance Manager (Schools & Care Services),FFAH,Employees,Professional Subs, AAT ,01/12/2013,131,,,,
Health and Wellbeing,Public Health,HRAA,Employees,Agency Supply Costs,NHS Telford and Wrekin CCG,11/12/2013,13125,,,,
Health and Wellbeing,Public Health,HRAB,Supplies & Services,Sub Contractors,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,20/12/2013,32966.83,,,,
Health and Wellbeing,Public Health,HRAB,Supplies & Services,Sub Contractors,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,09/12/2013,32966,,,,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),Asda Instore Pharmacy,03/12/2013,134.76,,,,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),Morrisons Instore Pharmacy,05/12/2013,300.55,,,,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),SHROPSHIRE COMMUNITY HEALTH NHS TRUST,18/12/2013,44865.95,,,,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),Quit Now LTD,18/12/2013,421,,,,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),Quit Now LTD,18/12/2013,1218,,,,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),Quit Now LTD,18/12/2013,632,,,,
Health and Wellbeing,Public Health,HRAC,Supplies & Services,Other Grants (Expenses),Asda Instore Pharmacy,03/12/2013,646.18,,,,
Health and Wellbeing,Public Health,HRAD,Supplies & Services,Sub Contractors,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,20/12/2013,35692.33,,,,
Health and Wellbeing,Public Health,HRAD,Supplies & Services,Sub Contractors,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,09/12/2013,35692.33,,,,
Health and Wellbeing,Public Health,HRAE,Premises-Related Expenditure,Preventative Maintenance,University Hospitals Birmingham NHS Foundation Trust,02/12/2013,1710,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,06/12/2013,122.25,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,06/12/2013,440,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,02/12/2013,232.25,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,18/12/2013,365.06,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,Leegomery Surgery,23/12/2013,1964.75,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,Holliwell Medical Practice,23/12/2013,1964.75,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,CHURCH CLOSE SURGERY,23/12/2013,1964.75,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,LINDEN HALL SURGERY,23/12/2013,3038.13,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,OAKENGATES MEDICAL PRACTICE,23/12/2013,4115.82,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,WELLINGTON MEDICAL PRACTICE,23/12/2013,4115.82,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,IRONBRIDGE MEDICAL PRACTICE,23/12/2013,1964.75,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,DAWLEY MEDICAL PRACTICES,23/12/2013,3038.13,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,CHARLTON MEDICAL CENTRE,23/12/2013,3038.13,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,SUTTON HILL MEDICAL PRACTICE,23/12/2013,1964.75,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,Donnington Medical Paractice,23/12/2013,3038.13,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,Malling Health,23/12/2013,1964.75,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,Hollinswood and Priorslee Medical Practice,23/12/2013,1964.75,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,WELLINGTON ROAD SURGERY,23/12/2013,4115.82,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,SHAWBIRCH MEDICAL PRACTICE,23/12/2013,3038.13,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,LAWLEY MEDICAL PRACTICE,23/12/2013,1964.75,,,,
Health and Wellbeing,Public Health,HRAE,Supplies & Services,Service Contracts,Trinity Health Care Telford Ltd,23/12/2013,1964.75,,,,
Health and Wellbeing,Public Health,HRAF,Supplies & Services,Sub Contractors,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,20/12/2013,34408.17,,,,
Health and Wellbeing,Public Health,HRAF,Supplies & Services,Sub Contractors,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,09/12/2013,34409,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Sub Contractors,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,20/12/2013,29666.67,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Other Grants (Expenses),S STAFFORDSHIRE & SHROPSHIRE HEALTHCARE,20/12/2013,32100,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Other Grants (Expenses),S STAFFORDSHIRE & SHROPSHIRE HEALTHCARE,05/12/2013,32100,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Rowlands Pharmacy,05/12/2013,243,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Other Grants (Expenses),NACRO,06/12/2013,24417,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Other Grants (Expenses),NACRO,06/12/2013,24500,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,20/12/2013,751.5,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,20/12/2013,193.5,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Boots the Chemist Ltd,20/12/2013,162,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Boots the Chemist Ltd,20/12/2013,252,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,20/12/2013,439.5,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Rowlands Pharmacy,20/12/2013,304.5,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Rowlands Pharmacy,20/12/2013,258,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,20/12/2013,426,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,20/12/2013,411,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Jhoots Pharmacy,20/12/2013,385.5,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Superdrug Stores,20/12/2013,159,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Sub Contractors,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,09/12/2013,29666.67,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Rowlands Pharmacy,03/12/2013,595,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Jhoots Pharmacy,03/12/2013,430.5,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,03/12/2013,535.5,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,03/12/2013,513,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,03/12/2013,520.5,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Woodside Pharmacy,03/12/2013,369,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Woodside Pharmacy,03/12/2013,433.5,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Boots the Chemist Ltd,03/12/2013,352.5,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Lloyds Pharmacy,03/12/2013,525,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Superdrug Stores,03/12/2013,174,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Boots the Chemist Ltd,03/12/2013,199.5,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Aqueduct Pharmacy,03/12/2013,414,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Medshires,03/12/2013,168,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Rowlands Pharmacy,03/12/2013,400.5,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Boots the Chemist Ltd,03/12/2013,100.5,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Asda Instore Pharmacy,03/12/2013,318,,,,
Health and Wellbeing,Public Health,HRAG,Supplies & Services,Service Contracts,Tesco's Instore Pharmacy,03/12/2013,474,,,,
Health and Wellbeing,Public Health,HRAH,Supplies & Services,Sub Contractors,Boots The Chemist,20/12/2013,110.25,,,,
Health and Wellbeing,Public Health,HRAH,Supplies & Services,Sub Contractors,Superdrug Stores,20/12/2013,141.75,,,,
Health and Wellbeing,Public Health,HRAH,Supplies & Services,Sub Contractors,OAKENGATES MEDICAL PRACTICE,20/12/2013,2744,,,,
Health and Wellbeing,Public Health,HRAH,Supplies & Services,Sub Contractors,STIRCHLEY MEDICAL PRACTICE,20/12/2013,4419.4,,,,
Health and Wellbeing,Public Health,HRAH,Supplies & Services,Sub Contractors,Staffordshire & Stoke-On-Trent Partnership NHS trust,02/12/2013,62269.83,,,,
Health and Wellbeing,Public Health,HRAH,Supplies & Services,Sub Contractors,Staffordshire & Stoke-On-Trent Partnership NHS trust,23/12/2013,62269.83,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAE,Supplies & Services,Printing - Other,LEXON,10/12/2013,1127.37,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAE,Supplies & Services,Postages,ROYAL MAIL GROUP LTD,03/12/2013,1234.44,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAA,Employees,Course Fees,P H F TRAINING LTD,20/12/2013,875,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAA,Employees,Staff Training,MEETING POINT TRUST LTD,19/12/2013,106.9,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAD,Supplies & Services,Registration / Licence Fees,Public Health England,18/12/2013,222,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAE,Supplies & Services,Computer Software (Maint),DIAMOND PEOPLE LIMITED,02/12/2013,600,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAE,Supplies & Services,Publications,Thomson Reuters,13/12/2013,474,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,23/12/2013,192,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,23/12/2013,192,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,03/12/2013,192,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAE,Transport-Related Expenditure,"Fees, Plating / Mot's",VIP-SYSTEMS LIMITED,18/12/2013,958.3,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAF,Employees,Cont Prof Development,University of Derby,18/12/2013,300,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAF,Supplies & Services,Subscriptions,APEA,23/12/2013,150,,,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",BHAD,Employees,Training Expenses,enricoSmog ergonomic practitioners,05/12/2013,1100,,,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",BHAD,Supplies & Services,Sampling & Analysis,Public Health England,13/12/2013,176.94,,,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,Other Services,Contracts & Procurement Advice Limited,20/12/2013,2312,,,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,Subscriptions,FAMILY LAW WEEK,23/12/2013,356,,,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,PC Software for Unit,OYEZ PROFESSIONAL SERVICES LIMITED,24/12/2013,-177.21,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAB,Employees,Training Expenses,Paritor Ltd,03/12/2013,-716,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAB,Employees,Staff Training,Paritor Ltd,24/12/2013,865.6,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Equipment - Purchase,MERCURY AV LTD,10/12/2013,766.66,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Licences,PPL,10/12/2013,541.31,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Equipment - Purchase,PP ELECTRICAL SERVICES (Shropshire) Ltd,20/12/2013,653.4,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Advertising,YELL LIMITED,10/12/2013,240,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,ODDSOCKS PRODUCTION,10/12/2013,1300,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,The Doors Alive,19/12/2013,387.19,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,Brian Shaw Concerts,17/12/2013,3084.5,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,ARTISTES INTERNATIONAL MANAGEMENT,24/12/2013,889.2,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,Sally Morgan Enterprises,04/12/2013,1277.85,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,ENTERTAINERS MANAGEMENT LTD,04/12/2013,2206.53,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,Hoopla Productions,04/12/2013,500,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAF,Supplies & Services,Artistes Fees,ALAN CLAYTON CONCERTS LTD,10/12/2013,6122.32,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAF,Supplies & Services,Artistes Fees,ALAN CLAYTON CONCERTS LTD,10/12/2013,4702.57,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,CHUBB FIRE & SECURITY LTD,01/12/2013,146.4,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,Fools Paradise Ltd,17/12/2013,1000,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,04/12/2013,226.36,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,04/12/2013,223.44,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,04/12/2013,183.49,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,04/12/2013,146.29,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,04/12/2013,212.79,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,03/12/2013,982.85,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Supplies & Services,Laundry & Towel Hire,Cause4,19/12/2013,324.38,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Supplies & Services,Laundry & Towel Hire,Cause4,18/12/2013,107.93,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Supplies & Services,Equipment - Purchase,NORMANS MUSICAL INSTRUMENTS,24/12/2013,1660,,,,
