Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,18/02/2014,192,,,,,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAF,Premises-Related Expenditure,R&M -Buildings DLO Charge,AE PROPERTY MAINTENANCE,03/02/2014,400,,,,,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAF,Premises-Related Expenditure,R&M -Buildings DLO Charge,Staffordshire Scientific Services,18/02/2014,105,,,,,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAF,Employees,Cont Prof Development,Institute of Acoustics,18/02/2014,1060,,,,,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAD,Supplies & Services,Registration / Licence Fees,Public Health England,03/02/2014,370,,,,,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAD,Supplies & Services,Furniture - Purchase,CHRISBEON OFFICE SUPPLIES,18/02/2014,174.75,,,,,,,,
"Law, Democracy & Public Protection","Environmental Health, Trading Standards & Licensing",DEAD,Supplies & Services,Registration / Licence Fees,Staffordshire Scientific Services,18/02/2014,180,,,,,,,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",BHAB,Supplies & Services,Subscriptions,West Mercia Police & Crime Commissioner,13/02/2014,3350,,,,,,,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",DEAC,Employees,Professional Subs,THE GEOLOGICAL SOCIETY,18/02/2014,234.5,,,,,,,,
"Law, Democracy & Public Protection",Legal Services,BLAA,Supplies & Services,Other Services,LOCAL GOVERNMENT ASSOCIATION,28/02/2014,2308.08,,,,,,,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,Other Services,Contracts & Procurement Advice Limited,24/02/2014,3355.26,,,,,,,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,Equipment - Purchase,Atlantic Office Trading Ltd,07/02/2014,484.95,,,,,,,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,20/02/2014,108.9,,,,,,,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,Equipment - Purchase,BACK CARE SOLUTIONS LTD,28/02/2014,768.55,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAA,Supplies & Services,Artistes Fees,SCADGE LTD,27/02/2014,1300,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Graphic Design Charges,LION FPG LIMITED,10/02/2014,1639,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAD,Employees,Staff Training,THE CHANGE CONSORTIUM,13/02/2014,120,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Advertising,TWENTY FIRST CENTURY DESIGN,13/02/2014,500,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Advertising,TWENTY FIRST CENTURY DESIGN,13/02/2014,500,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,Industry Music Group,04/02/2014,250,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,Industry Music Group,04/02/2014,250,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,Industry Music Group,04/02/2014,2500,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,PAUL HOLMAN ASSOCIATES LTD,20/02/2014,25045.04,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,SHAKESPEARE SCHOOLS FESTIVAL,20/02/2014,722.3,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,SHAKESPEARE SCHOOLS FESTIVAL,20/02/2014,142.8,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,The European Events Corporation,20/02/2014,3000,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,Church Farm Guest House,20/02/2014,250,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,MORNINGSIDE MANAGEMENT LIMITED,20/02/2014,1222,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAH,Supplies & Services,Artistes Fees,THE CULTURAL SISTERS,28/02/2014,210,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Income,Sales - General,CARMICHAEL SCHOOL OF DANCE,13/02/2014,420,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAF,Supplies & Services,Artistes Fees,Viva PR Ltd,13/02/2014,7085.4,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAF,Supplies & Services,Artistes Fees,The Arts Centre Telford,13/02/2014,3771.6,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAX,Supplies & Services,Promotion Expenses,Evolution Dome Limited,10/02/2014,2875,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Other Expenses,DMC STOCKTAKING,24/02/2014,160,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAP,Supplies & Services,Provisions,WOODWARD FOODSERVICE LTD,25/02/2014,433.65,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,07/02/2014,114.69,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,07/02/2014,357.84,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,10/02/2014,527.71,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAX,Supplies & Services,First Aid,Ambtrans UK Ltd,10/02/2014,525,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Other Expenses,DMC STOCKTAKING,10/02/2014,160,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Other Expenses,DMC STOCKTAKING,10/02/2014,160,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Graphic Design Charges,CREATIVE EMPORIUM,18/02/2014,113,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Supplies & Services,Comp Software (Purch / Hire),PREDACOM PRODUCTIONS,25/02/2014,407,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAL,Supplies & Services,Artistes Fees,THE CULTURAL SISTERS,25/02/2014,1120,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAP,Supplies & Services,Provisions,BIKOLD,25/02/2014,214.63,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAP,Supplies & Services,Provisions,BIKOLD,27/02/2014,174.75,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAP,Supplies & Services,Provisions,BIKOLD,27/02/2014,110.75,,,,,,,,
Neighbourhood & Leisure Services,Environmental Services,EHBH,Supplies & Services,Mobile Phones,ORANGE PCS LTD,21/02/2014,149,,,,,,,,
Neighbourhood & Leisure Services,Highways & Engineering,WESB,Capital Expenditure,Payments to Contractor,PRYSMIAN CABLES & SYSTEMS LTD,28/02/2014,9577.54,,,,,,,,
Neighbourhood & Leisure Services,Highways & Engineering,WESB,Capital Expenditure,Payments to Contractor,PRYSMIAN CABLES & SYSTEMS LTD,25/02/2014,8809.61,,,,,,,,
Neighbourhood & Leisure Services,Highways & Engineering,EHAR,Supplies & Services,Comp Hardware (Purch / Hire),FREECOM INTERNET SERVICES LTD,27/02/2014,833.33,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Payments to Contractor,NETWORK RAIL INFRASTRUCTURE LTD,28/02/2014,10410.1,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Payments to Contractor,MCPHILLIPS (WELLINGTON) LTD,26/02/2014,25356.37,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,IRONBRIDGE GORGE MUSEUM TRUST LTD,27/02/2014,290,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,PRYSMIAN CABLES & SYSTEMS LTD,28/02/2014,1067.74,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,24/02/2014,2139.99,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,24/02/2014,8978.65,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,A HAND SERVICES (Dyno Rod) LTD,07/02/2014,252,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,A HAND SERVICES (Dyno Rod) LTD,07/02/2014,378,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,07/02/2014,2542.56,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,JACOBS UK LIMITED,05/02/2014,995,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,External Professional Fees,JACOBS UK LIMITED,11/02/2014,15870,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,11/02/2014,934.95,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,11/02/2014,704.25,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,18/02/2014,1259.5,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,18/02/2014,12342.7,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,26/02/2014,26996.85,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,Yotta,25/02/2014,21684,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,25/02/2014,14976.96,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Payments to Contractor,J N BENTLEY LTD,25/02/2014,17598.29,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,PRYSMIAN CABLES & SYSTEMS LTD,25/02/2014,6316.55,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,27/02/2014,12707.38,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,27/02/2014,3810.38,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,A HAND SERVICES (Dyno Rod) LTD,28/02/2014,3200,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAE,Supplies & Services,Other Grants (Expenses),GROUND INVESTIGATION & PILING LTD,10/02/2014,2678.3,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,10/02/2014,1567.27,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAH,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,10/02/2014,3112.96,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAE,Supplies & Services,Other Grants (Expenses),Whitehouse Construction Co Ltd,10/02/2014,2795.38,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAL,Premises-Related Expenditure,R&M WC Planned,WPD MIDLANDS NETWORKS SERVICES LTD,04/02/2014,1989.71,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,11/02/2014,1972.05,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,11/02/2014,2930.3,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,11/02/2014,1161.72,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,SALT UNION LTD,05/02/2014,13024.71,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,A HAND SERVICES (Dyno Rod) LTD,05/02/2014,126,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,05/02/2014,390.48,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,A HAND SERVICES (Dyno Rod) LTD,05/02/2014,567,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,A HAND SERVICES (Dyno Rod) LTD,05/02/2014,252,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAE,Supplies & Services,Other Grants (Expenses),CH2M HILL,10/02/2014,1499.32,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,MeteoGroup,14/02/2014,650,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,REDACTED PERSONAL INFORMATION,18/02/2014,200,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,Heaths of Stockton,18/02/2014,200,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAL,Premises-Related Expenditure,Electricity,BRITISH GAS BUSINESS ELEC ,26/02/2014,121.4,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAJ,Supplies & Services,Other Services,FITZGERALD CONTRACTORS LTD,27/02/2014,367.89,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAJ,Supplies & Services,Other Services,FITZGERALD CONTRACTORS LTD,27/02/2014,506.36,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,27/02/2014,606.69,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Consultants Fees,JACOBS UK LIMITED,27/02/2014,3084.48,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Asbestos Waste,WELLINGTON INSULATION CO. LTD,04/02/2014,150,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Mobile Phones,ORANGE PCS LTD,03/02/2014,119,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAW,Supplies & Services,Other Services,TELFORD & WREKIN SERVICES LTD,06/02/2014,7828,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Computer Consumables,STANFORD MARSH FINANCE LTD,10/02/2014,142.7,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Computer Consumables,STANFORD MARSH FINANCE LTD,10/02/2014,142.7,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Computer Consumables,STANFORD MARSH FINANCE LTD,10/02/2014,162.42,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Computer Consumables,STANFORD MARSH FINANCE LTD,10/02/2014,105.22,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Computer Consumables,STANFORD MARSH FINANCE LTD,10/02/2014,207.44,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Computer Consumables,STANFORD MARSH FINANCE LTD,10/02/2014,207.44,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Computer Consumables,STANFORD MARSH FINANCE LTD,10/02/2014,103.72,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Legal Expenses,M & A SURVEYS LTD,11/02/2014,2820,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBB,Supplies & Services,Highways maintenance,FITZGERALD CONTRACTORS LTD,11/02/2014,221.16,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAW,Supplies & Services,Other Services,TELFORD & WREKIN SERVICES LTD,11/02/2014,1260,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Premises-Related Expenditure,Preventative Maintenance,WELLINGTON INSULATION CO. LTD,11/02/2014,450,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Premises-Related Expenditure,Preventative Maintenance,WELLINGTON INSULATION CO. LTD,12/02/2014,300,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAW,Supplies & Services,Other Services,TELFORD & WREKIN SERVICES LTD,13/02/2014,1897.96,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Legal Expenses,M & A SURVEYS LTD,13/02/2014,300,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Other Services,TELFORD & WREKIN SERVICES LTD,18/02/2014,2014.98,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Other Services,TELFORD & WREKIN SERVICES LTD,18/02/2014,2014.98,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAE,Third Party Payments,Contractor Recharge,Darlington Borough Council,20/02/2014,7011.3,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Asbestos Waste,WELLINGTON INSULATION CO. LTD,20/02/2014,1990,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAW,Supplies & Services,Other Services,TELFORD & WREKIN SERVICES LTD,20/02/2014,1515,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Subscriptions,RICS BUSINESS SERVICES,21/02/2014,430,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ECAF,Supplies & Services,Other Services,HILBRAE PETS HOTEL,21/02/2014,1997.74,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,25/02/2014,668.84,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,25/02/2014,512.88,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,R&M Invest to Save,URBIS SCHREDER LIMITED,10/02/2014,1078.3,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,28/02/2014,5068.29,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,28/02/2014,524.38,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,28/02/2014,13491.29,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,28/02/2014,257.64,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBM,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,17/02/2014,109669.12,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBM,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,17/02/2014,725696.59,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,Outdoor High Light Ltd,05/02/2014,3867.86,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,WESTERN POWER DISBRIBUTIONS,17/02/2014,207.11,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/02/2014,4228.21,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/02/2014,4625.5,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/02/2014,1688.48,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/02/2014,2709.99,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/02/2014,2312.8,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/02/2014,3362.68,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/02/2014,13961.64,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/02/2014,5405.89,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/02/2014,8768.58,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/02/2014,1603.35,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/02/2014,1716.87,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/02/2014,27710.45,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/02/2014,1206.06,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/02/2014,3660.66,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/02/2014,53916.98,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),17/02/2014,5008.61,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,R&M Invest to Save,URBIS SCHREDER LIMITED,18/02/2014,1904.74,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,R&M Invest to Save,URBIS SCHREDER LIMITED,18/02/2014,400,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,25/02/2014,5146.76,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,25/02/2014,1171.5,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,25/02/2014,13381.56,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,25/02/2014,65846.85,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,25/02/2014,847.04,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,25/02/2014,346.76,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,25/02/2014,123.38,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,25/02/2014,1566.04,,,,,,,,
