Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,A HAND SERVICES (Dyno Rod) LTD,03/03/2014,189,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,A HAND SERVICES (Dyno Rod) LTD,03/03/2014,189,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,06/03/2014,10959.94,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,External Professional Fees,CH2M HILL,07/03/2014,4373.35,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,External Professional Fees,CH2M HILL,21/03/2014,2067.46,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Payments to Contractor,CH2M HILL,12/03/2014,489.88,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Payments to Contractor,CH2M HILL,12/03/2014,319.49,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,External Professional Fees,CH2M HILL,31/03/2014,5641.29,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,13/03/2014,4800,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Payments to Contractor,CH2M HILL,14/03/2014,1270.81,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Payments to Contractor,MCPHILLIPS (WELLINGTON) LTD,14/03/2014,3504.09,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Payments to Contractor,CH2M HILL,14/03/2014,630.69,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,External Professional Fees,CH2M HILL,14/03/2014,2772.78,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,24/03/2014,30068.51,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,27/03/2014,48317.42,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Payments to Contractor,CH2M HILL,25/03/2014,503.52,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,External Professional Fees,CH2M HILL,25/03/2014,196.84,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,External Professional Fees,CH2M HILL,25/03/2014,2122.52,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,External Professional Fees,CH2M HILL,25/03/2014,294.57,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Payments to Contractor,CH2M HILL,19/03/2014,812.79,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Payments to Contractor,CH2M HILL,27/03/2014,2060.8,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Payments to Contractor,CH2M HILL,05/03/2014,1719.17,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Payments to Contractor,CH2M HILL,05/03/2014,1070.39,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,External Professional Fees,CH2M HILL,06/03/2014,1878.72,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,CROMWELL LTD,13/03/2014,401.5,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,A HAND SERVICES (Dyno Rod) LTD,28/03/2014,252,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,A HAND SERVICES (Dyno Rod) LTD,28/03/2014,567,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,18/03/2014,4201.36,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Third Party Payments,Contractor Recharge,VAISALA LIMITED,04/03/2014,8918.3,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,03/03/2014,338,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,A HAND SERVICES (Dyno Rod) LTD,04/03/2014,126,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,04/03/2014,312.63,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,A HAND SERVICES (Dyno Rod) LTD,04/03/2014,189,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,04/03/2014,984.41,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,07/03/2014,172.02,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,07/03/2014,691.05,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,07/03/2014,125.94,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,07/03/2014,2412.6,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,07/03/2014,951.31,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,SALT UNION LTD,06/03/2014,9800.2,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,SALT UNION LTD,06/03/2014,3301.76,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,SALT UNION LTD,06/03/2014,6521.73,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAE,Supplies & Services,Other Services,PUMP & PLANT SERVICES LTD,12/03/2014,241.8,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAE,Supplies & Services,Other Services,PUMP & PLANT SERVICES LTD,12/03/2014,125.29,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAE,Supplies & Services,Other Grants (Expenses),CH2M HILL,12/03/2014,212.99,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Equipment - Purchase,Taylormade Castings Ltd,31/03/2014,1540,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,CH2M HILL,31/03/2014,2174.19,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Other Materials,DINGLE NURSERIES,11/03/2014,1785,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Other Materials,DINGLE NURSERIES,11/03/2014,152.95,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Other Materials,DINGLE NURSERIES,11/03/2014,178.2,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Other Materials,DINGLE NURSERIES,11/03/2014,270,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Other Materials,DINGLE NURSERIES,11/03/2014,180,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Other Materials,DINGLE NURSERIES,11/03/2014,306,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,14/03/2014,8441.6,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,14/03/2014,7882,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAE,Supplies & Services,Other Grants (Expenses),CH2M HILL,14/03/2014,1732.1,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,14/03/2014,2490.36,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,14/03/2014,6152.69,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,14/03/2014,486.98,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,14/03/2014,4686.16,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,14/03/2014,1273.59,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,14/03/2014,4503.03,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,14/03/2014,1455.09,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,14/03/2014,4135.05,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAE,Supplies & Services,Other Expenses,SIGNS EXPRESS (TELFORD),14/03/2014,216,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,JACOBS UK LIMITED,27/03/2014,255.5,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAJ,Supplies & Services,Other Services,MCPHILLIPS (WELLINGTON) LTD,24/03/2014,1438,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,FITZGERALD CONTRACTORS LTD,18/03/2014,1352.01,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAJ,Supplies & Services,Other Services,FITZGERALD CONTRACTORS LTD,19/03/2014,672.71,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAJ,Supplies & Services,Other Services,FITZGERALD CONTRACTORS LTD,19/03/2014,233.61,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAJ,Supplies & Services,Other Services,FITZGERALD CONTRACTORS LTD,19/03/2014,180.32,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAH,Supplies & Services,Other Services,E.ON UK ENERGY SERVICES LTD,04/03/2014,1509.47,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAJ,Supplies & Services,Other Services,FITZGERALD CONTRACTORS LTD,04/03/2014,372.73,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Premises-Related Expenditure,Preventative Maintenance,WELLINGTON INSULATION CO. LTD,05/03/2014,550,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAJ,Supplies & Services,Other Services,FITZGERALD CONTRACTORS LTD,05/03/2014,1007.06,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,TELFORD & WREKIN SERVICES LTD,06/03/2014,2513.8,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAJ,Supplies & Services,Other Services,FITZGERALD CONTRACTORS LTD,04/03/2014,198.6,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,CH2M HILL,07/03/2014,3601.87,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAC,Premises-Related Expenditure,R&M WC Planned,CH2M HILL,07/03/2014,2304.91,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Other Materials,JAMES COLES & SONS (NURSERIES) LTD,21/03/2014,193,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAL,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,12/03/2014,20000,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAW,Supplies & Services,Other Services,TELFORD & WREKIN SERVICES LTD,31/03/2014,2900,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Other Services,RD Marsh Surfacing Contractors Ltd,31/03/2014,2467.46,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Other Services,RD Marsh Surfacing Contractors Ltd,31/03/2014,22207.12,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Consultancy,STANFORD MARSH FINANCE LTD,13/03/2014,345,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Third Party Payments,Private Contractors,PICTORIAL MEADOWS,27/03/2014,3647.11,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Computer Software (Maint),KEYTERRA-FIRMA LTD,24/03/2014,600,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Third Party Payments,Private Contractors,Naturescape British Wild Flowers,26/03/2014,268,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Transport-Related Expenditure,Car Leasing,ALPHABET (UK) FLEET MANAGEMENT LIMITED,17/03/2014,-483.57,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Equipment - Purchase,LONDON BOROUGH OF MERTON,04/03/2014,300,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,-350.04,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,338.47,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,338.47,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,-350.04,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,-350.04,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,-514.79,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,-307.32,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,-350.61,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,-307.32,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,-310.6,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,344.36,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,296.2,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,299.43,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,220.69,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,117.76,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,362.48,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,-114.14,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,299.43,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,302.55,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,110.3,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAF,Supplies & Services,Sub Contractors,West Mercia Energy (WME),07/03/2014,338.47,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),13/03/2014,346.66,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,2971.01,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,3431.6,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,3754.02,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,4064.95,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,1876.97,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,4387.38,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,7116.54,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,2729.16,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,2199.49,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,978.77,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,43758.51,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,1301.2,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,1370.38,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,1393.38,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,11331.16,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),14/03/2014,22489.56,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,26/03/2014,182.58,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,26/03/2014,2319.95,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,26/03/2014,837.68,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,26/03/2014,328.94,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,26/03/2014,1239.73,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,26/03/2014,1545.74,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,26/03/2014,3122.48,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,26/03/2014,1960.58,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,26/03/2014,17925.64,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,26/03/2014,829.65,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,26/03/2014,1202.36,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,26/03/2014,2642.33,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,26/03/2014,143.72,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,26/03/2014,2275.39,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,26/03/2014,1462.14,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,PRYSMIAN CABLES & SYSTEMS LTD,26/03/2014,3051.31,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Ad-hoc Maintenance,E.ON UK ENERGY SERVICES LTD,17/03/2014,756,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBM,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,18/03/2014,174969.93,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBM,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,18/03/2014,725837.71,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Ad-hoc Maintenance,WPD MIDLANDS NETWORKS SERVICES LTD,18/03/2014,828.43,,,,,,,,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),20/03/2014,305.75,,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WEAJ,Capital Expenditure,Payments to Contractor,C&K Jones,31/03/2014,2068.5,,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WEPA,Capital Expenditure,Community Safety,SIGNS EXPRESS (TELFORD),03/03/2014,437,,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WEPA,Capital Expenditure,Payments to Contractor,REDACTED PERSONAL INFORMATION,07/03/2014,500,,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAQ,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,13/03/2014,495,,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAC,Capital Expenditure,Payments to Contractor,PRYCE (BUILDERS) LTD,26/03/2014,176805.25,,,,,,,,
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAQ,Capital Expenditure,Payments to Contractor,BOW CONSTRUCTION LTD,26/03/2014,62986.61,,,,,,,,
