Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,P LEEK COMMERCIAL REPAIRS LTD,31/07/2013,113.52,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Vehicle Parts,P LEEK COMMERCIAL REPAIRS LTD,31/07/2013,225.09,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Employees,Staff Training,ARRIVA MIDLANDS NORTH LIMITED,31/07/2013,250,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Employees,Staff Training,ARRIVA MIDLANDS NORTH LIMITED,31/07/2013,350,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,15/07/2013,167.79,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Fuel,SHELL UK LTD,30/07/2013,143.8,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,31/07/2013,128.09,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,ALLSTAR BUSINESS SOLUTIONS LTD,15/07/2013,244.94,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,ALLSTAR BUSINESS SOLUTIONS LTD,15/07/2013,208.37,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,BURNT TREE GROUP LTD,29/07/2013,927.15,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,BURNT TREE GROUP LTD,29/07/2013,492,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,BURNT TREE GROUP LTD,29/07/2013,678,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,BURNT TREE GROUP LTD,29/07/2013,160,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,BURNT TREE GROUP LTD,29/07/2013,252.84,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,SHELL UK LTD,16/07/2013,1030.63,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,17/07/2013,490,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,30/07/2013,196,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,30/07/2013,196,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,SHELL UK LTD,30/07/2013,1344.46,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,30/07/2013,200.48,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,30/07/2013,112.5,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,30/07/2013,196,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,30/07/2013,200.48,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,30/07/2013,196,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,31/07/2013,200.48,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,31/07/2013,196,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,31/07/2013,200.48,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,31/07/2013,200.48,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,31/07/2013,201.6,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,31/07/2013,201.6,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,31/07/2013,200.48,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,31/07/2013,196,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,31/07/2013,200.48,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,31/07/2013,200.48,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,31/07/2013,200.48,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,31/07/2013,201.6,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,31/07/2013,201.6,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,31/07/2013,200.48,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,31/07/2013,200.48,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,31/07/2013,200.48,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,ALLSTAR BUSINESS SOLUTIONS LTD,31/07/2013,387.53,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,ALLSTAR BUSINESS SOLUTIONS LTD,31/07/2013,359.4,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,ALLSTAR BUSINESS SOLUTIONS LTD,31/07/2013,355.06,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAK,Supplies & Services,Consultants Fees,Beacon Improvement Ltd,09/07/2013,2500,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAK,Supplies & Services,Mobile Phones,ORANGE PCS LTD,17/07/2013,135,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,15/07/2013,122.85,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,15/07/2013,111.83,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,15/07/2013,128.69,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Vehicle Parts,P LEEK COMMERCIAL REPAIRS LTD,31/07/2013,185.31,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,31/07/2013,112.5,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,31/07/2013,112.5,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Vehicle Parts,MIX TELEMATICS EUROPE LTD,31/07/2013,245,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Vehicle Parts,MIX TELEMATICS EUROPE LTD,31/07/2013,245,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Vehicle Parts,MIX TELEMATICS EUROPE LTD,31/07/2013,245,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Vehicle Parts,MIX TELEMATICS EUROPE LTD,31/07/2013,245,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,31/07/2013,147.55,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAN,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,31/07/2013,123.39,,
Family & Cohesion Services,"Placements, Commissioning & Transport",JPAK,Transport-Related Expenditure,Travelling Expenses General,EXPOTEL HOTEL RESERVATIONS LIMITED,24/07/2013,190.6,,
"Finance, Audit & Information Governance",Audit & Information Governance,BAAA,Supplies & Services,Specialist IT Audit Contract Payment,DELOITTE & TOUCHE PUBLIC SECTOR INT AUD,09/07/2013,2185,,
"Finance, Audit & Information Governance",Corporate Codes,FHAQ,Supplies & Services,Contingency - Other,HMRC SHIPLEY,31/07/2013,5359,,
"Finance, Audit & Information Governance",Corporate Codes,HHAE,Premises-Related Expenditure,Hire Of Rooms,HAMMONDS CATERING SERVICES LTD,11/07/2013,103.5,,
"Finance, Audit & Information Governance",Corporate Codes,HHAE,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,11/07/2013,113.55,,
"Finance, Audit & Information Governance",Corporate Codes,MAAC,Employees,Agency Supply Costs,COMENSURA LTD,03/07/2013,13955.81,,
"Finance, Audit & Information Governance",Corporate Codes,MAAC,Employees,Agency Supply Costs,COMENSURA LTD,15/07/2013,8171.47,,
"Finance, Audit & Information Governance",Employment Services & Purchase Ledger,FEAC,Employees,Recruitment Interview,DISCLOSURE & BARRING SERVICE,05/07/2013,10234,,
"Finance, Audit & Information Governance",Finance,FHAB,Supplies & Services,Other Services,ALLPAY.NET LIMITED,09/07/2013,293.73,,
"Finance, Audit & Information Governance",Finance,FHAB,Supplies & Services,Other Services,ALLPAY.NET LIMITED,09/07/2013,771.7,,
"Finance, Audit & Information Governance",Finance,FHAB,Supplies & Services,Other Services,ALLPAY.NET LIMITED,09/07/2013,3387.5,,
"Finance, Audit & Information Governance",Finance,FHAD,Supplies & Services,External Audit Fees,AUDIT COMMISSION,01/07/2013,1825,,
"Finance, Audit & Information Governance",Finance,FHAE,Supplies & Services,Conference Expenses,REDACTIVE PUBLISHING LIMITED,01/07/2013,200,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Third Party Payments,Private Contractors,DTZ CLIENT ACC RE:COMMON RECEIPTS NAT,08/07/2013,37323.61,,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAC,Supplies & Services,Technical Advisors,SHROPSHIRE COUNCIL,03/07/2013,1500,,
"Finance, Audit & Information Governance",Finance Manager (Corporate Finance & Customer Services),FFAC,Supplies & Services,Conference Expenses,CAPITA CONFERENCES,08/07/2013,350,,
Health and Wellbeing,Children Services,HRAC,Supplies & Services,Other Grants (Expenses),Morrisons Instore Pharmacy,04/07/2013,160.7,,
Health and Wellbeing,Children Services,HRAC,Supplies & Services,Other Grants (Expenses),SHROPSHIRE COMMUNITY HEALTH NHS TRUST,15/07/2013,38941.25,,
Health and Wellbeing,Children Services,HRAC,Supplies & Services,Other Grants (Expenses),Boots the Chemist Ltd,16/07/2013,150.67,,
Health and Wellbeing,Children Services,HRAC,Supplies & Services,Other Grants (Expenses),Asda Instore Pharmacy,16/07/2013,178.24,,
Health and Wellbeing,Children Services,HRAC,Supplies & Services,Other Grants (Expenses),Asda Instore Pharmacy,16/07/2013,1500.02,,
Health and Wellbeing,Children Services,HRAC,Supplies & Services,Other Grants (Expenses),Asda Instore Pharmacy,16/07/2013,278.6,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,04/07/2013,124.95,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,04/07/2013,137.53,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,04/07/2013,803.89,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,04/07/2013,330,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,Leegomery Surgery,09/07/2013,1964.75,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,Holliwell Medical Practice,09/07/2013,1964.75,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,LINDEN HALL SURGERY,09/07/2013,3038.13,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,OAKENGATES MEDICAL PRACTICE,09/07/2013,4115.82,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,Donnington health care limited,09/07/2013,3038.13,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,DAWLEY MEDICAL PRACTICES,09/07/2013,3038.13,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,CHARLTON MEDICAL CENTRE,09/07/2013,3038.13,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,SUTTON HILL MEDICAL PRACTICE,09/07/2013,1964.75,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,Trinity Health Care Telford Ltd,09/07/2013,1964.75,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,IRONBRIDGE MEDICAL PRACTICE,09/07/2013,1964.75,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,WELLINGTON MEDICAL PRACTICE,09/07/2013,4115.82,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,WELLINGTON ROAD SURGERY,09/07/2013,4115.82,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,SHAWBIRCH MEDICAL PRACTICE,09/07/2013,3038.13,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,LAWLEY MEDICAL PRACTICE,09/07/2013,1964.75,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,CHURCH CLOSE SURGERY,09/07/2013,1964.75,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,12/07/2013,175,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,Malling Health,09/07/2013,1964.75,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,Hollinswood and Priorslee Medical Practice,09/07/2013,1964.75,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,CHURCH CLOSE SURGERY,29/07/2013,542.5,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,CHARLTON MEDICAL CENTRE,29/07/2013,172.5,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,DAWLEY MEDICAL PRACTICES,29/07/2013,647.5,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,WELLINGTON ROAD SURGERY,29/07/2013,775,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,WOODSIDE MEDICAL PRACTICE,29/07/2013,387.5,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,IRONBRIDGE MEDICAL PRACTICE,29/07/2013,440,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,Leegomery Surgery,29/07/2013,217.5,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,SUTTON HILL MEDICAL PRACTICE,29/07/2013,232.5,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,29/07/2013,330,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,Malling Health,29/07/2013,507.5,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,Donnington health care limited,29/07/2013,1755,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,LAWLEY MEDICAL PRACTICE,29/07/2013,460,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,STIRCHLEY MEDICAL PRACTICE,29/07/2013,1532.5,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,LINDEN HALL SURGERY,29/07/2013,547.5,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,SHAWBIRCH MEDICAL PRACTICE,29/07/2013,1680,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,31/07/2013,475.06,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,17/07/2013,124.95,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,17/07/2013,230,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,15/07/2013,157.53,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,15/07/2013,154.68,,
Health and Wellbeing,Children Services,HRAG,Supplies & Services,Other Grants (Expenses),Impact Alcohol Addiction Services,01/07/2013,7500,,
Health and Wellbeing,Children Services,HRAG,Supplies & Services,Other Grants (Expenses),S STAFFORDSHIRE & SHROPSHIRE HEALTHCARE,04/07/2013,32100,,
Health and Wellbeing,Children Services,HRAG,Supplies & Services,Other Grants (Expenses),S STAFFORDSHIRE & SHROPSHIRE HEALTHCARE,12/07/2013,32100,,
Health and Wellbeing,Children Services,HRAG,Supplies & Services,Other Grants (Expenses),Impact Alcohol Addiction Services,05/07/2013,7500,,
Health and Wellbeing,Children Services,HRAG,Supplies & Services,Other Grants (Expenses),Impact Alcohol Addiction Services,08/07/2013,60325,,
Health and Wellbeing,Children Services,HRAG,Supplies & Services,Other Grants (Expenses),Impact Alcohol Addiction Services,08/07/2013,60325,,
Health and Wellbeing,Children Services,HRAG,Supplies & Services,Other Grants (Expenses),NACRO,29/07/2013,24417,,
Health and Wellbeing,Children Services,HRAG,Supplies & Services,Other Grants (Expenses),NACRO,29/07/2013,24500,,
Health and Wellbeing,Children Services,HRAG,Supplies & Services,Service Contracts,DAWLEY MEDICAL PRACTICES,29/07/2013,11500,,
Health and Wellbeing,Children Services,HRAG,Supplies & Services,Service Contracts,OAKENGATES MEDICAL PRACTICE,29/07/2013,1000,,
Health and Wellbeing,Children Services,HRAG,Supplies & Services,Service Contracts,SUTTON HILL MEDICAL PRACTICE,29/07/2013,8700,,
Health and Wellbeing,Children Services,HRAG,Supplies & Services,Service Contracts,DONNINGTON MEDICAL PRACTICE,29/07/2013,1000,,
Health and Wellbeing,Children Services,HRAG,Supplies & Services,Service Contracts,STIRCHLEY MEDICAL PRACTICE,23/07/2013,8700,,
Health and Wellbeing,Children Services,HRAG,Supplies & Services,Service Contracts,TRINITY HEALTHCARE CENTRE,23/07/2013,1000,,
Health and Wellbeing,Children Services,HRAG,Supplies & Services,Service Contracts,WELLINGTON MEDICAL PRACTICE,23/07/2013,1000,,
Health and Wellbeing,Children Services,HRAG,Supplies & Services,Service Contracts,WOODSIDE MEDICAL PRACTICE,23/07/2013,2400,,
Health and Wellbeing,Children Services,HRAG,Supplies & Services,Service Contracts,SUTTON HILL MEDICAL PRACTICE,23/07/2013,1432.5,,
Health and Wellbeing,Children Services,HRAG,Third Party Payments,Private Contractors,Linxs,05/07/2013,3250,,
Health and Wellbeing,Children Services,HRAH,Supplies & Services,Sub Contractors,Staffordshire & Stoke-On-Trent Partnership NHS trust,01/07/2013,62269.83,,
"Law, Democracy & Public Protection",Democratic Services,BDAA,Premises-Related Expenditure,Hire Of Rooms,WHITEHOUSE HOTELS LTD,17/07/2013,395,,
"Law, Democracy & Public Protection",Democratic Services,BDAA,Supplies & Services,Travelling Expenses General,REDACATED PERSONAL INFORMATION,15/07/2013,114.43,,
"Law, Democracy & Public Protection",Democratic Services,BDAB,Supplies & Services,Other Services,THE NATIONAL ASSOCIATION OF COUNCILLORS ENGLISH REGION,03/07/2013,350,,
"Law, Democracy & Public Protection",Democratic Services,BDAD,Premises-Related Expenditure,Hire Of Rooms,PARK LANE CENTRE,31/07/2013,181.5,,
"Law, Democracy & Public Protection",Democratic Services,BDAE,Employees,Staff Training,ASSOCIATION OF ELECTORAL ADMINISTRATORS,11/07/2013,354,,
"Law, Democracy & Public Protection",Democratic Services,BDAE,Supplies & Services,Printing - Other,IMPACT MAIL & PRINT LTD,10/07/2013,1574.38,,
"Law, Democracy & Public Protection",Democratic Services,BSAA,Premises-Related Expenditure,Hire Of Rooms,PARK INN TELFORD,31/07/2013,445.5,,
"Law, Democracy & Public Protection",Democratic Services,BSAA,Supplies & Services,Conference Expenses,Centre for Public Scrutiny,09/07/2013,115.5,,
"Law, Democracy & Public Protection",Governance,MAAF,Premises-Related Expenditure,Other,SHREWSBURY & TELFORD HOSPITAL NHS TRUST,22/07/2013,14150.61,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",BHAB,Premises-Related Expenditure,Funeral Service,Williams Limousine Hire Ltd,25/07/2013,600,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",BHAB,Supplies & Services,Licences,TV LICENSING,25/07/2013,145.5,,
"Law, Democracy & Public Protection",Public Protection,DEAA,Supplies & Services,Subscriptions,ITSA LIMITED,23/07/2013,688.5,,
"Law, Democracy & Public Protection",Public Protection,DEAE,Employees,Course Fees,INSTITUTE OF LICENSING (EVENTS) LTD,24/07/2013,125,,
"Law, Democracy & Public Protection",Public Protection,DEAE,Employees,Professional Subs,INSTITUTE OF LICENSING (EVENTS) LTD,30/07/2013,250,,
"Law, Democracy & Public Protection",Public Protection,DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,09/07/2013,192,,
"Law, Democracy & Public Protection",Public Protection,DEAE,Supplies & Services,Other Services,INTELLIGENT DATA SYSTEMS (UK) LTD,18/07/2013,104.25,,
"Law, Democracy & Public Protection",Public Protection,DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,30/07/2013,256,,
"Law, Democracy & Public Protection",Public Protection,DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,23/07/2013,192,,
"Law, Democracy & Public Protection",Public Protection,DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,23/07/2013,192,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Employees,Staff Training,SOLICITORS GROUP,03/07/2013,102,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Employees,Staff Training,SOLICITORS GROUP,17/07/2013,218,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,Publications,LEXIS NEXIS,01/07/2013,7537,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,Other Services,Contracts & Procurement Advice Limited,11/07/2013,2312,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,Publications,LEXIS NEXIS,11/07/2013,608.7,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,Other Services,Contracts & Procurement Advice Limited,03/07/2013,1734,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,Other Expenses,CIPFA BUSINESS LTD,22/07/2013,756,,
Neighbourhood & Leisure Services,Arts & Culture,LCAB,Supplies & Services,Subscriptions,THE UK ASSOCIATION  FOR MUSIC EDUCATION - MUSIC MARK,10/07/2013,575,,
Neighbourhood & Leisure Services,Arts & Culture,LCAB,Supplies & Services,Equipment - Purchase,SOAR VALLEY MUSIC LTD,29/07/2013,416.8,,
Neighbourhood & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Printing - Print Room,Precision Marketing Group,16/07/2013,2604.75,,
Neighbourhood & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Replacement Hand Drier,PP ELECTRICAL SERVICES (Shropshire) Ltd,25/07/2013,831,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,Upbeat Management,11/07/2013,2332.56,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,LMS Worldwide Ltd,03/07/2013,3707.76,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,REDACATED PERSONAL INFORMATION,03/07/2013,1021.54,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,Barry Collings Entertainments,10/07/2013,1618.88,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,Outrider Enterprises Ltd,10/07/2013,578.31,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,Neil Sands Productions,24/07/2013,1135.18,,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,ARTISTES INTERNATIONAL MANAGEMENT,24/07/2013,3496.8,,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Printing - Other,LEXON,24/07/2013,230.32,,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Printing - Other,LEXON,24/07/2013,141.25,,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Other - Arts Development,BRIGHTER BUSINESS SOLUTIONS (UK) LTD,30/07/2013,1575,,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Printing - Other,LEXON,22/07/2013,224.51,,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,7SENSE,23/07/2013,47836.82,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,10/07/2013,357.84,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Equipment - Hire,PROKILL UK LIMITED,16/07/2013,154.95,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,31/07/2013,226.36,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,31/07/2013,178.92,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,31/07/2013,714.65,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,31/07/2013,178.92,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Wet Resale Provision,MOLSON COORS BREWING COMPANY UK LTD,31/07/2013,111.72,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Equipment - Hire,A1 BARSTUFF LTD,31/07/2013,275,,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Equipment - Hire,A1 BARSTUFF LTD,31/07/2013,153,,
Neighbourhood & Leisure Services,Arts & Culture,LCAP,Supplies & Services,Confectionery & Snacks,WOODWARD FOODSERVICE LTD,12/07/2013,113.09,,
Neighbourhood & Leisure Services,Arts & Culture,LCAP,Supplies & Services,Provisions,WOODWARD FOODSERVICE LTD,24/07/2013,112.72,,
